#    L    TT             EE             BB             TE          
   975   0.109607E+04   0.415479E+02   0.984751E-01  -0.453777E+01
   976   0.109197E+04   0.415693E+02   0.984390E-01  -0.589837E+01
   977   0.108801E+04   0.415859E+02   0.984038E-01  -0.725899E+01
   978   0.108412E+04   0.415969E+02   0.983696E-01  -0.861980E+01
   979   0.108051E+04   0.416022E+02   0.983364E-01  -0.997952E+01
   980   0.107696E+04   0.416013E+02   0.983041E-01  -0.113383E+02
   981   0.107355E+04   0.415934E+02   0.982729E-01  -0.126956E+02
   982   0.107028E+04   0.415814E+02   0.982427E-01  -0.140502E+02
   983   0.106721E+04   0.415633E+02   0.982135E-01  -0.154022E+02
   984   0.106420E+04   0.415375E+02   0.981853E-01  -0.167509E+02
   985   0.106140E+04   0.415078E+02   0.981582E-01  -0.180958E+02
   986   0.105866E+04   0.414720E+02   0.981322E-01  -0.194360E+02
   987   0.105605E+04   0.414301E+02   0.981073E-01  -0.207716E+02
   988   0.105365E+04   0.413836E+02   0.980834E-01  -0.221015E+02
   989   0.105138E+04   0.413304E+02   0.980607E-01  -0.234244E+02
   990   0.104923E+04   0.412748E+02   0.980390E-01  -0.247418E+02
   991   0.104722E+04   0.412104E+02   0.980185E-01  -0.260516E+02
   992   0.104533E+04   0.411408E+02   0.979991E-01  -0.273540E+02
   993   0.104350E+04   0.410652E+02   0.979808E-01  -0.286482E+02
   994   0.104187E+04   0.409853E+02   0.979637E-01  -0.299329E+02
   995   0.104044E+04   0.408995E+02   0.979477E-01  -0.312087E+02
   996   0.103906E+04   0.408064E+02   0.979328E-01  -0.324744E+02
   997   0.103781E+04   0.407105E+02   0.979191E-01  -0.337305E+02
   998   0.103668E+04   0.406081E+02   0.979065E-01  -0.349743E+02
   999   0.103568E+04   0.405008E+02   0.978951E-01  -0.362073E+02
  1000   0.103480E+04   0.403884E+02   0.978849E-01  -0.374287E+02
  1001   0.103404E+04   0.402704E+02   0.978758E-01  -0.386364E+02
  1002   0.103334E+04   0.401467E+02   0.978678E-01  -0.398313E+02
  1003   0.103283E+04   0.400188E+02   0.978610E-01  -0.410136E+02
  1004   0.103244E+04   0.398854E+02   0.978554E-01  -0.421819E+02
  1005   0.103225E+04   0.397471E+02   0.978509E-01  -0.433349E+02
  1006   0.103210E+04   0.396032E+02   0.978475E-01  -0.444742E+02
  1007   0.103201E+04   0.394545E+02   0.978453E-01  -0.455986E+02
  1008   0.103181E+04   0.393010E+02   0.978442E-01  -0.467075E+02
  1009   0.103196E+04   0.391427E+02   0.978442E-01  -0.478010E+02
  1010   0.103223E+04   0.389805E+02   0.978454E-01  -0.488785E+02
  1011   0.103254E+04   0.388142E+02   0.978476E-01  -0.499394E+02
  1012   0.103298E+04   0.386425E+02   0.978510E-01  -0.509855E+02
  1013   0.103353E+04   0.384675E+02   0.978555E-01  -0.520131E+02
  1014   0.103421E+04   0.382871E+02   0.978611E-01  -0.530246E+02
  1015   0.103486E+04   0.381035E+02   0.978677E-01  -0.540179E+02
  1016   0.103570E+04   0.379146E+02   0.978755E-01  -0.549939E+02
  1017   0.103666E+04   0.377224E+02   0.978843E-01  -0.559521E+02
  1018   0.103767E+04   0.375250E+02   0.978942E-01  -0.568919E+02
  1019   0.103872E+04   0.373251E+02   0.979051E-01  -0.578133E+02
  1020   0.103997E+04   0.371191E+02   0.979170E-01  -0.587159E+02
  1021   0.104126E+04   0.369101E+02   0.979300E-01  -0.595997E+02
  1022   0.104259E+04   0.366980E+02   0.979440E-01  -0.604641E+02
  1023   0.104405E+04   0.364813E+02   0.979591E-01  -0.613064E+02
  1024   0.104554E+04   0.362608E+02   0.979751E-01  -0.621303E+02
  1025   0.104709E+04   0.360381E+02   0.979921E-01  -0.629309E+02
  1026   0.104897E+04   0.358108E+02   0.980101E-01  -0.637127E+02
  1027   0.105067E+04   0.355820E+02   0.980291E-01  -0.644737E+02
  1028   0.105242E+04   0.353494E+02   0.980490E-01  -0.652124E+02
  1029   0.105429E+04   0.351131E+02   0.980699E-01  -0.659314E+02
  1030   0.105620E+04   0.348746E+02   0.980916E-01  -0.666284E+02
  1031   0.105800E+04   0.346331E+02   0.981143E-01  -0.673021E+02
  1032   0.106007E+04   0.343871E+02   0.981379E-01  -0.679579E+02
  1033   0.106211E+04   0.341397E+02   0.981624E-01  -0.685908E+02
  1034   0.106434E+04   0.338908E+02   0.981877E-01  -0.692008E+02
  1035   0.106654E+04   0.336383E+02   0.982139E-01  -0.697896E+02
  1036   0.106878E+04   0.333828E+02   0.982410E-01  -0.703565E+02
  1037   0.107107E+04   0.331259E+02   0.982688E-01  -0.709011E+02
  1038   0.107347E+04   0.328676E+02   0.982974E-01  -0.714233E+02
  1039   0.107591E+04   0.326064E+02   0.983269E-01  -0.719197E+02
  1040   0.107825E+04   0.323431E+02   0.983570E-01  -0.723955E+02
  1041   0.108078E+04   0.320791E+02   0.983879E-01  -0.728457E+02
  1042   0.108328E+04   0.318123E+02   0.984196E-01  -0.732749E+02
  1043   0.108582E+04   0.315440E+02   0.984519E-01  -0.736788E+02
  1044   0.108847E+04   0.312737E+02   0.984849E-01  -0.740612E+02
  1045   0.109102E+04   0.310042E+02   0.985186E-01  -0.744222E+02
  1046   0.109369E+04   0.307320E+02   0.985529E-01  -0.747546E+02
  1047   0.109639E+04   0.304583E+02   0.985878E-01  -0.750733E+02
  1048   0.109900E+04   0.301841E+02   0.986232E-01  -0.753636E+02
  1049   0.110171E+04   0.299093E+02   0.986593E-01  -0.756256E+02
  1050   0.110440E+04   0.296332E+02   0.986959E-01  -0.758669E+02
  1051   0.110712E+04   0.293566E+02   0.987330E-01  -0.760876E+02
  1052   0.110989E+04   0.290793E+02   0.987705E-01  -0.762805E+02
  1053   0.111255E+04   0.288015E+02   0.988086E-01  -0.764529E+02
  1054   0.111526E+04   0.285238E+02   0.988471E-01  -0.766053E+02
  1055   0.111794E+04   0.282462E+02   0.988860E-01  -0.767301E+02
  1056   0.112066E+04   0.279679E+02   0.989253E-01  -0.768350E+02
  1057   0.112342E+04   0.276897E+02   0.989649E-01  -0.769128E+02
  1058   0.112631E+04   0.274123E+02   0.990049E-01  -0.769708E+02
  1059   0.112909E+04   0.271342E+02   0.990452E-01  -0.770020E+02
  1060   0.113184E+04   0.268561E+02   0.990858E-01  -0.770137E+02
  1061   0.113457E+04   0.265794E+02   0.991266E-01  -0.769988E+02
  1062   0.113735E+04   0.263028E+02   0.991677E-01  -0.769647E+02
  1063   0.113995E+04   0.260268E+02   0.992091E-01  -0.769042E+02
  1064   0.114267E+04   0.257515E+02   0.992505E-01  -0.768322E+02
  1065   0.114537E+04   0.254761E+02   0.992922E-01  -0.767340E+02
  1066   0.114797E+04   0.252021E+02   0.993340E-01  -0.766097E+02
  1067   0.115069E+04   0.249294E+02   0.993759E-01  -0.764594E+02
  1068   0.115332E+04   0.246574E+02   0.994179E-01  -0.762907E+02
  1069   0.115592E+04   0.243874E+02   0.994600E-01  -0.761110E+02
  1070   0.115857E+04   0.241172E+02   0.995022E-01  -0.759058E+02
  1071   0.116106E+04   0.238498E+02   0.995443E-01  -0.756750E+02
  1072   0.116359E+04   0.235829E+02   0.995864E-01  -0.754187E+02
  1073   0.116618E+04   0.233180E+02   0.996285E-01  -0.751445E+02
  1074   0.116860E+04   0.230550E+02   0.996706E-01  -0.748526E+02
  1075   0.117108E+04   0.227925E+02   0.997126E-01  -0.745429E+02
  1076   0.117346E+04   0.225327E+02   0.997544E-01  -0.742082E+02
  1077   0.117589E+04   0.222748E+02   0.997962E-01  -0.738634E+02
  1078   0.117816E+04   0.220195E+02   0.998378E-01  -0.734788E+02
  1079   0.118041E+04   0.217653E+02   0.998792E-01  -0.730919E+02
  1080   0.118271E+04   0.215129E+02   0.999204E-01  -0.726876E+02
  1081   0.118485E+04   0.212646E+02   0.999614E-01  -0.722588E+02
  1082   0.118697E+04   0.210181E+02   0.100002E+00  -0.718130E+02
  1083   0.118908E+04   0.207734E+02   0.100043E+00  -0.713502E+02
  1084   0.119117E+04   0.205319E+02   0.100083E+00  -0.708705E+02
  1085   0.119317E+04   0.202929E+02   0.100123E+00  -0.703666E+02
  1086   0.119516E+04   0.200572E+02   0.100162E+00  -0.698608E+02
  1087   0.119705E+04   0.198245E+02   0.100201E+00  -0.693161E+02
  1088   0.119886E+04   0.195928E+02   0.100240E+00  -0.687698E+02
  1089   0.120065E+04   0.193658E+02   0.100278E+00  -0.681995E+02
  1090   0.120236E+04   0.191418E+02   0.100316E+00  -0.676278E+02
  1091   0.120405E+04   0.189202E+02   0.100353E+00  -0.670249E+02
  1092   0.120574E+04   0.187017E+02   0.100390E+00  -0.664132E+02
  1093   0.120726E+04   0.184877E+02   0.100427E+00  -0.657853E+02
  1094   0.120862E+04   0.182761E+02   0.100462E+00  -0.651489E+02
  1095   0.121012E+04   0.180696E+02   0.100497E+00  -0.645039E+02
  1096   0.121146E+04   0.178647E+02   0.100532E+00  -0.638356E+02
  1097   0.121272E+04   0.176642E+02   0.100566E+00  -0.631514E+02
  1098   0.121396E+04   0.174682E+02   0.100599E+00  -0.624590E+02
  1099   0.121513E+04   0.172758E+02   0.100632E+00  -0.617583E+02
  1100   0.121621E+04   0.170879E+02   0.100664E+00  -0.610420E+02
  1101   0.121721E+04   0.169028E+02   0.100695E+00  -0.603155E+02
  1102   0.121827E+04   0.167221E+02   0.100726E+00  -0.595763E+02
  1103   0.121911E+04   0.165457E+02   0.100755E+00  -0.588276E+02
  1104   0.121994E+04   0.163743E+02   0.100784E+00  -0.580677E+02
  1105   0.122061E+04   0.162064E+02   0.100812E+00  -0.572989E+02
  1106   0.122128E+04   0.160419E+02   0.100840E+00  -0.565197E+02
  1107   0.122188E+04   0.158823E+02   0.100866E+00  -0.557315E+02
  1108   0.122239E+04   0.157261E+02   0.100892E+00  -0.549351E+02
  1109   0.122276E+04   0.155725E+02   0.100916E+00  -0.541297E+02
  1110   0.122312E+04   0.154258E+02   0.100940E+00  -0.533167E+02
  1111   0.122334E+04   0.152832E+02   0.100963E+00  -0.524954E+02
  1112   0.122363E+04   0.151445E+02   0.100985E+00  -0.516680E+02
  1113   0.122369E+04   0.150112E+02   0.101006E+00  -0.508321E+02
  1114   0.122369E+04   0.148810E+02   0.101026E+00  -0.499909E+02
  1115   0.122368E+04   0.147562E+02   0.101045E+00  -0.491441E+02
  1116   0.122360E+04   0.146359E+02   0.101063E+00  -0.482911E+02
  1117   0.122338E+04   0.145201E+02   0.101080E+00  -0.474334E+02
  1118   0.122309E+04   0.144096E+02   0.101096E+00  -0.465693E+02
  1119   0.122280E+04   0.143028E+02   0.101111E+00  -0.457018E+02
  1120   0.122237E+04   0.142011E+02   0.101125E+00  -0.448302E+02
  1121   0.122186E+04   0.141039E+02   0.101138E+00  -0.439536E+02
  1122   0.122129E+04   0.140109E+02   0.101150E+00  -0.430750E+02
  1123   0.122058E+04   0.139238E+02   0.101160E+00  -0.421937E+02
  1124   0.121987E+04   0.138402E+02   0.101170E+00  -0.413095E+02
  1125   0.121903E+04   0.137616E+02   0.101178E+00  -0.404225E+02
  1126   0.121812E+04   0.136880E+02   0.101186E+00  -0.395348E+02
  1127   0.121714E+04   0.136185E+02   0.101192E+00  -0.386456E+02
  1128   0.121610E+04   0.135547E+02   0.101197E+00  -0.377564E+02
  1129   0.121499E+04   0.134958E+02   0.101201E+00  -0.368657E+02
  1130   0.121367E+04   0.134409E+02   0.101203E+00  -0.359756E+02
  1131   0.121243E+04   0.133909E+02   0.101205E+00  -0.350868E+02
  1132   0.121106E+04   0.133456E+02   0.101205E+00  -0.341979E+02
  1133   0.120955E+04   0.133058E+02   0.101204E+00  -0.333109E+02
  1134   0.120806E+04   0.132700E+02   0.101202E+00  -0.324252E+02
  1135   0.120643E+04   0.132389E+02   0.101199E+00  -0.315413E+02
  1136   0.120474E+04   0.132131E+02   0.101195E+00  -0.306615E+02
  1137   0.120298E+04   0.131913E+02   0.101189E+00  -0.297827E+02
  1138   0.120117E+04   0.131755E+02   0.101182E+00  -0.289087E+02
  1139   0.119930E+04   0.131628E+02   0.101174E+00  -0.280371E+02
  1140   0.119730E+04   0.131561E+02   0.101164E+00  -0.271708E+02
  1141   0.119523E+04   0.131525E+02   0.101154E+00  -0.263084E+02
  1142   0.119311E+04   0.131548E+02   0.101142E+00  -0.254513E+02
  1143   0.119094E+04   0.131608E+02   0.101128E+00  -0.246001E+02
  1144   0.118855E+04   0.131712E+02   0.101114E+00  -0.237548E+02
  1145   0.118626E+04   0.131875E+02   0.101098E+00  -0.229154E+02
  1146   0.118384E+04   0.132074E+02   0.101081E+00  -0.220826E+02
  1147   0.118137E+04   0.132324E+02   0.101063E+00  -0.212570E+02
  1148   0.117876E+04   0.132610E+02   0.101043E+00  -0.204387E+02
  1149   0.117618E+04   0.132946E+02   0.101022E+00  -0.196290E+02
  1150   0.117346E+04   0.133324E+02   0.101000E+00  -0.188271E+02
  1151   0.117077E+04   0.133745E+02   0.100976E+00  -0.180339E+02
  1152   0.116788E+04   0.134207E+02   0.100951E+00  -0.172498E+02
  1153   0.116508E+04   0.134719E+02   0.100925E+00  -0.164754E+02
  1154   0.116215E+04   0.135273E+02   0.100898E+00  -0.157092E+02
  1155   0.115917E+04   0.135868E+02   0.100869E+00  -0.149531E+02
  1156   0.115607E+04   0.136496E+02   0.100839E+00  -0.142078E+02
  1157   0.115291E+04   0.137166E+02   0.100808E+00  -0.134717E+02
  1158   0.114977E+04   0.137884E+02   0.100776E+00  -0.127468E+02
  1159   0.114658E+04   0.138635E+02   0.100742E+00  -0.120322E+02
  1160   0.114320E+04   0.139434E+02   0.100707E+00  -0.113300E+02
  1161   0.113991E+04   0.140266E+02   0.100671E+00  -0.106379E+02
  1162   0.113649E+04   0.141138E+02   0.100633E+00  -0.995792E+01
  1163   0.113302E+04   0.142050E+02   0.100595E+00  -0.928993E+01
  1164   0.112958E+04   0.143001E+02   0.100555E+00  -0.863379E+01
  1165   0.112601E+04   0.143985E+02   0.100514E+00  -0.798936E+01
  1166   0.112231E+04   0.145008E+02   0.100471E+00  -0.735798E+01
  1167   0.111872E+04   0.146063E+02   0.100428E+00  -0.673953E+01
  1168   0.111499E+04   0.147157E+02   0.100383E+00  -0.613312E+01
  1169   0.111130E+04   0.148283E+02   0.100337E+00  -0.554159E+01
  1170   0.110755E+04   0.149440E+02   0.100290E+00  -0.496184E+01
  1171   0.110367E+04   0.150636E+02   0.100242E+00  -0.439670E+01
  1172   0.109983E+04   0.151863E+02   0.100192E+00  -0.384529E+01
  1173   0.109593E+04   0.153121E+02   0.100142E+00  -0.330749E+01
  1174   0.109198E+04   0.154402E+02   0.100090E+00  -0.278429E+01
  1175   0.108798E+04   0.155714E+02   0.100037E+00  -0.227547E+01
  1176   0.108386E+04   0.157057E+02   0.999832E-01  -0.178165E+01
  1177   0.107984E+04   0.158438E+02   0.999281E-01  -0.130226E+01
  1178   0.107569E+04   0.159834E+02   0.998720E-01  -0.837831E+00
  1179   0.107164E+04   0.161276E+02   0.998147E-01  -0.388471E+00
  1180   0.106747E+04   0.162740E+02   0.997564E-01   0.456549E-01
  1181   0.106332E+04   0.164220E+02   0.996971E-01   0.464375E+00
  1182   0.105905E+04   0.165729E+02   0.996367E-01   0.867518E+00
  1183   0.105481E+04   0.167262E+02   0.995753E-01   0.125506E+01
  1184   0.105051E+04   0.168809E+02   0.995129E-01   0.162673E+01
  1185   0.104624E+04   0.170393E+02   0.994494E-01   0.198257E+01
  1186   0.104192E+04   0.171992E+02   0.993850E-01   0.232227E+01
  1187   0.103763E+04   0.173614E+02   0.993196E-01   0.264583E+01
  1188   0.103329E+04   0.175250E+02   0.992533E-01   0.295299E+01
  1189   0.102890E+04   0.176908E+02   0.991860E-01   0.324394E+01
  1190   0.102453E+04   0.178580E+02   0.991178E-01   0.351837E+01
  1191   0.102011E+04   0.180275E+02   0.990487E-01   0.377648E+01
  1192   0.101572E+04   0.181983E+02   0.989787E-01   0.401792E+01
  1193   0.101128E+04   0.183706E+02   0.989078E-01   0.424283E+01
  1194   0.100687E+04   0.185443E+02   0.988361E-01   0.445124E+01
  1195   0.100248E+04   0.187194E+02   0.987635E-01   0.464298E+01
  1196   0.997972E+03   0.188967E+02   0.986901E-01   0.481771E+01
  1197   0.993561E+03   0.190738E+02   0.986159E-01   0.497584E+01
  1198   0.989101E+03   0.192524E+02   0.985410E-01   0.511609E+01
  1199   0.984666E+03   0.194315E+02   0.984652E-01   0.524079E+01
  1200   0.980183E+03   0.196121E+02   0.983888E-01   0.534848E+01
  1201   0.975800E+03   0.197925E+02   0.983116E-01   0.543855E+01
  1202   0.971293E+03   0.199750E+02   0.982337E-01   0.551260E+01
  1203   0.966885E+03   0.201575E+02   0.981551E-01   0.556927E+01
  1204   0.962427E+03   0.203406E+02   0.980759E-01   0.560943E+01
  1205   0.957993E+03   0.205230E+02   0.979960E-01   0.563247E+01
  1206   0.953583E+03   0.207067E+02   0.979155E-01   0.563924E+01
  1207   0.949269E+03   0.208905E+02   0.978344E-01   0.562839E+01
  1208   0.944904E+03   0.210750E+02   0.977527E-01   0.560225E+01
  1209   0.940487E+03   0.212588E+02   0.976705E-01   0.555947E+01
  1210   0.936165E+03   0.214426E+02   0.975877E-01   0.549941E+01
  1211   0.931791E+03   0.216273E+02   0.975044E-01   0.542293E+01
  1212   0.927511E+03   0.218113E+02   0.974206E-01   0.533088E+01
  1213   0.923178E+03   0.219946E+02   0.973364E-01   0.522337E+01
  1214   0.918938E+03   0.221788E+02   0.972517E-01   0.509903E+01
  1215   0.914719E+03   0.223616E+02   0.971666E-01   0.495869E+01
  1216   0.910518E+03   0.225446E+02   0.970811E-01   0.480246E+01
  1217   0.906187E+03   0.227270E+02   0.969951E-01   0.463119E+01
  1218   0.902023E+03   0.229096E+02   0.969089E-01   0.444348E+01
  1219   0.897803E+03   0.230902E+02   0.968222E-01   0.424167E+01
  1220   0.893674E+03   0.232702E+02   0.967353E-01   0.402361E+01
  1221   0.889563E+03   0.234491E+02   0.966480E-01   0.379090E+01
  1222   0.885468E+03   0.236281E+02   0.965605E-01   0.354212E+01
  1223   0.881389E+03   0.238060E+02   0.964727E-01   0.328034E+01
  1224   0.877325E+03   0.239813E+02   0.963847E-01   0.300194E+01
  1225   0.873352E+03   0.241568E+02   0.962964E-01   0.270923E+01
  1226   0.869393E+03   0.243305E+02   0.962080E-01   0.240303E+01
  1227   0.865523E+03   0.245030E+02   0.961193E-01   0.208194E+01
  1228   0.861593E+03   0.246745E+02   0.960305E-01   0.174753E+01
  1229   0.857751E+03   0.248441E+02   0.959416E-01   0.139839E+01
  1230   0.853774E+03   0.250119E+02   0.958526E-01   0.103683E+01
  1231   0.849958E+03   0.251787E+02   0.957634E-01   0.661438E+00
  1232   0.846155E+03   0.253429E+02   0.956742E-01   0.273774E+00
  1233   0.842512E+03   0.255069E+02   0.955849E-01  -0.128314E+00
  1234   0.838807E+03   0.256677E+02   0.954956E-01  -0.541781E+00
  1235   0.835410E+03   0.258276E+02   0.954063E-01  -0.968042E+00
  1236   0.831876E+03   0.259842E+02   0.953169E-01  -0.140628E+01
  1237   0.828351E+03   0.261392E+02   0.952276E-01  -0.185717E+01
  1238   0.824912E+03   0.262926E+02   0.951384E-01  -0.231990E+01
  1239   0.821481E+03   0.264428E+02   0.950492E-01  -0.279439E+01
  1240   0.818060E+03   0.265915E+02   0.949601E-01  -0.327910E+01
  1241   0.814797E+03   0.267370E+02   0.948711E-01  -0.377543E+01
  1242   0.811467E+03   0.268818E+02   0.947823E-01  -0.428111E+01
  1243   0.808220E+03   0.270220E+02   0.946935E-01  -0.479924E+01
  1244   0.805055E+03   0.271615E+02   0.946050E-01  -0.532597E+01
  1245   0.801971E+03   0.272979E+02   0.945166E-01  -0.586288E+01
  1246   0.798895E+03   0.274307E+02   0.944285E-01  -0.640819E+01
  1247   0.795824E+03   0.275612E+02   0.943405E-01  -0.696338E+01
  1248   0.792834E+03   0.276888E+02   0.942529E-01  -0.752774E+01
  1249   0.789924E+03   0.278150E+02   0.941655E-01  -0.810029E+01
  1250   0.787093E+03   0.279368E+02   0.940783E-01  -0.868113E+01
  1251   0.784268E+03   0.280550E+02   0.939915E-01  -0.927004E+01
  1252   0.781595E+03   0.281718E+02   0.939050E-01  -0.986683E+01
  1253   0.778852E+03   0.282843E+02   0.938188E-01  -0.104708E+02
  1254   0.776186E+03   0.283934E+02   0.937330E-01  -0.110820E+02
  1255   0.773597E+03   0.285004E+02   0.936476E-01  -0.117002E+02
  1256   0.771158E+03   0.286033E+02   0.935626E-01  -0.123249E+02
  1257   0.768720E+03   0.287035E+02   0.934779E-01  -0.129559E+02
  1258   0.766283E+03   0.287996E+02   0.933937E-01  -0.135930E+02
  1259   0.763921E+03   0.288932E+02   0.933100E-01  -0.142359E+02
  1260   0.761632E+03   0.289827E+02   0.932267E-01  -0.148842E+02
  1261   0.759417E+03   0.290697E+02   0.931438E-01  -0.155378E+02
  1262   0.757274E+03   0.291535E+02   0.930615E-01  -0.161961E+02
  1263   0.755203E+03   0.292334E+02   0.929797E-01  -0.168592E+02
  1264   0.753130E+03   0.293101E+02   0.928983E-01  -0.175268E+02
  1265   0.751202E+03   0.293830E+02   0.928175E-01  -0.181984E+02
  1266   0.749271E+03   0.294528E+02   0.927373E-01  -0.188736E+02
  1267   0.747409E+03   0.295181E+02   0.926576E-01  -0.195525E+02
  1268   0.745625E+03   0.295818E+02   0.925784E-01  -0.202346E+02
  1269   0.743917E+03   0.296396E+02   0.924999E-01  -0.209193E+02
  1270   0.742248E+03   0.296945E+02   0.924219E-01  -0.216073E+02
  1271   0.740654E+03   0.297464E+02   0.923446E-01  -0.222972E+02
  1272   0.739106E+03   0.297947E+02   0.922678E-01  -0.229890E+02
  1273   0.737603E+03   0.298387E+02   0.921917E-01  -0.236826E+02
  1274   0.736174E+03   0.298783E+02   0.921162E-01  -0.243775E+02
  1275   0.734804E+03   0.299152E+02   0.920414E-01  -0.250728E+02
  1276   0.733485E+03   0.299485E+02   0.919672E-01  -0.257694E+02
  1277   0.732231E+03   0.299784E+02   0.918937E-01  -0.264658E+02
  1278   0.731035E+03   0.300041E+02   0.918208E-01  -0.271628E+02
  1279   0.729903E+03   0.300256E+02   0.917487E-01  -0.278590E+02
  1280   0.728836E+03   0.300445E+02   0.916772E-01  -0.285559E+02
  1281   0.727825E+03   0.300593E+02   0.916064E-01  -0.292506E+02
  1282   0.726877E+03   0.300700E+02   0.915363E-01  -0.299445E+02
  1283   0.725984E+03   0.300773E+02   0.914670E-01  -0.306371E+02
  1284   0.725155E+03   0.300807E+02   0.913983E-01  -0.313282E+02
  1285   0.724372E+03   0.300808E+02   0.913304E-01  -0.320166E+02
  1286   0.723651E+03   0.300763E+02   0.912633E-01  -0.327030E+02
  1287   0.722991E+03   0.300685E+02   0.911968E-01  -0.333859E+02
  1288   0.722392E+03   0.300568E+02   0.911311E-01  -0.340669E+02
  1289   0.721846E+03   0.300420E+02   0.910662E-01  -0.347430E+02
  1290   0.721353E+03   0.300225E+02   0.910020E-01  -0.354166E+02
  1291   0.720919E+03   0.300000E+02   0.909386E-01  -0.360862E+02
  1292   0.720537E+03   0.299722E+02   0.908760E-01  -0.367518E+02
  1293   0.720207E+03   0.299429E+02   0.908141E-01  -0.374134E+02
  1294   0.719942E+03   0.299090E+02   0.907531E-01  -0.380675E+02
  1295   0.719721E+03   0.298714E+02   0.906928E-01  -0.387185E+02
  1296   0.719550E+03   0.298309E+02   0.906332E-01  -0.393620E+02
  1297   0.719436E+03   0.297867E+02   0.905745E-01  -0.400010E+02
  1298   0.719371E+03   0.297389E+02   0.905166E-01  -0.406334E+02
  1299   0.719348E+03   0.296874E+02   0.904594E-01  -0.412598E+02
  1300   0.719389E+03   0.296316E+02   0.904030E-01  -0.418789E+02
  1301   0.719478E+03   0.295737E+02   0.903475E-01  -0.424907E+02
  1302   0.719608E+03   0.295115E+02   0.902927E-01  -0.430947E+02
  1303   0.719786E+03   0.294457E+02   0.902387E-01  -0.436923E+02
  1304   0.720012E+03   0.293772E+02   0.901855E-01  -0.442816E+02
  1305   0.720285E+03   0.293045E+02   0.901331E-01  -0.448641E+02
  1306   0.720591E+03   0.292298E+02   0.900815E-01  -0.454370E+02
  1307   0.720959E+03   0.291509E+02   0.900307E-01  -0.460012E+02
  1308   0.721366E+03   0.290685E+02   0.899807E-01  -0.465591E+02
  1309   0.721806E+03   0.289820E+02   0.899315E-01  -0.471062E+02
  1310   0.722300E+03   0.288936E+02   0.898830E-01  -0.476458E+02
  1311   0.722826E+03   0.288018E+02   0.898353E-01  -0.481758E+02
  1312   0.723420E+03   0.287074E+02   0.897884E-01  -0.486961E+02
  1313   0.724031E+03   0.286089E+02   0.897423E-01  -0.492078E+02
  1314   0.724689E+03   0.285078E+02   0.896969E-01  -0.497087E+02
  1315   0.725377E+03   0.284041E+02   0.896523E-01  -0.502004E+02
  1316   0.726112E+03   0.282964E+02   0.896085E-01  -0.506816E+02
  1317   0.726885E+03   0.281876E+02   0.895654E-01  -0.511530E+02
  1318   0.727682E+03   0.280741E+02   0.895230E-01  -0.516135E+02
  1319   0.728518E+03   0.279581E+02   0.894814E-01  -0.520644E+02
  1320   0.729384E+03   0.278395E+02   0.894405E-01  -0.525039E+02
  1321   0.730280E+03   0.277192E+02   0.894003E-01  -0.529333E+02
  1322   0.731215E+03   0.275943E+02   0.893609E-01  -0.533508E+02
  1323   0.732181E+03   0.274676E+02   0.893222E-01  -0.537570E+02
  1324   0.733177E+03   0.273384E+02   0.892841E-01  -0.541528E+02
  1325   0.734196E+03   0.272068E+02   0.892468E-01  -0.545362E+02
  1326   0.735253E+03   0.270728E+02   0.892101E-01  -0.549087E+02
  1327   0.736319E+03   0.269371E+02   0.891741E-01  -0.552698E+02
  1328   0.737429E+03   0.267990E+02   0.891388E-01  -0.556172E+02
  1329   0.738555E+03   0.266577E+02   0.891042E-01  -0.559541E+02
  1330   0.739704E+03   0.265141E+02   0.890702E-01  -0.562783E+02
  1331   0.740883E+03   0.263688E+02   0.890368E-01  -0.565900E+02
  1332   0.742071E+03   0.262211E+02   0.890040E-01  -0.568901E+02
  1333   0.743288E+03   0.260711E+02   0.889719E-01  -0.571763E+02
  1334   0.744521E+03   0.259202E+02   0.889404E-01  -0.574511E+02
  1335   0.745769E+03   0.257662E+02   0.889095E-01  -0.577130E+02
  1336   0.747040E+03   0.256114E+02   0.888792E-01  -0.579608E+02
  1337   0.748326E+03   0.254534E+02   0.888495E-01  -0.581966E+02
  1338   0.749621E+03   0.252947E+02   0.888203E-01  -0.584192E+02
  1339   0.750938E+03   0.251336E+02   0.887917E-01  -0.586294E+02
  1340   0.752263E+03   0.249717E+02   0.887636E-01  -0.588273E+02
  1341   0.753595E+03   0.248089E+02   0.887360E-01  -0.590108E+02
  1342   0.754936E+03   0.246439E+02   0.887090E-01  -0.591814E+02
  1343   0.756292E+03   0.244773E+02   0.886825E-01  -0.593386E+02
  1344   0.757656E+03   0.243092E+02   0.886564E-01  -0.594824E+02
  1345   0.759012E+03   0.241410E+02   0.886309E-01  -0.596122E+02
  1346   0.760384E+03   0.239706E+02   0.886058E-01  -0.597304E+02
  1347   0.761764E+03   0.237994E+02   0.885812E-01  -0.598340E+02
  1348   0.763136E+03   0.236274E+02   0.885570E-01  -0.599238E+02
  1349   0.764524E+03   0.234531E+02   0.885332E-01  -0.600001E+02
  1350   0.765897E+03   0.232796E+02   0.885098E-01  -0.600629E+02
  1351   0.767278E+03   0.231046E+02   0.884869E-01  -0.601123E+02
  1352   0.768645E+03   0.229288E+02   0.884643E-01  -0.601476E+02
  1353   0.770020E+03   0.227538E+02   0.884421E-01  -0.601697E+02
  1354   0.771382E+03   0.225772E+02   0.884202E-01  -0.601788E+02
