#    L    TT             EE             TE             PP             TP          
  5099   0.124446E+00   0.388163E-02  -0.364524E-02   0.208870E+04   0.173517E+00
  5100   0.124160E+00   0.387800E-02  -0.365324E-02   0.208561E+04   0.173417E+00
  5101   0.123874E+00   0.387433E-02  -0.366122E-02   0.208253E+04   0.173316E+00
  5102   0.123603E+00   0.387054E-02  -0.366933E-02   0.207945E+04   0.173213E+00
  5103   0.123317E+00   0.386665E-02  -0.367742E-02   0.207638E+04   0.173110E+00
  5104   0.123032E+00   0.386263E-02  -0.368556E-02   0.207330E+04   0.173006E+00
  5105   0.122754E+00   0.385866E-02  -0.369376E-02   0.207024E+04   0.172901E+00
  5106   0.122476E+00   0.385456E-02  -0.370202E-02   0.206717E+04   0.172794E+00
  5107   0.122198E+00   0.385029E-02  -0.371011E-02   0.206411E+04   0.172687E+00
  5108   0.121928E+00   0.384597E-02  -0.371849E-02   0.206105E+04   0.172579E+00
  5109   0.121658E+00   0.384161E-02  -0.372662E-02   0.205800E+04   0.172470E+00
  5110   0.121381E+00   0.383722E-02  -0.373481E-02   0.205495E+04   0.172360E+00
  5111   0.121104E+00   0.383263E-02  -0.374306E-02   0.205190E+04   0.172249E+00
  5112   0.120834E+00   0.382809E-02  -0.375129E-02   0.204885E+04   0.172137E+00
  5113   0.120573E+00   0.382328E-02  -0.375951E-02   0.204581E+04   0.172024E+00
  5114   0.120296E+00   0.381844E-02  -0.376772E-02   0.204278E+04   0.171911E+00
  5115   0.120027E+00   0.381355E-02  -0.377576E-02   0.203974E+04   0.171796E+00
  5116   0.119758E+00   0.380856E-02  -0.378386E-02   0.203671E+04   0.171681E+00
  5117   0.119504E+00   0.380345E-02  -0.379195E-02   0.203368E+04   0.171564E+00
  5118   0.119235E+00   0.379831E-02  -0.379987E-02   0.203066E+04   0.171447E+00
  5119   0.118982E+00   0.379306E-02  -0.380779E-02   0.202764E+04   0.171329E+00
  5120   0.118721E+00   0.378769E-02  -0.381561E-02   0.202462E+04   0.171210E+00
  5121   0.118460E+00   0.378222E-02  -0.382335E-02   0.202161E+04   0.171090E+00
  5122   0.118207E+00   0.377671E-02  -0.383123E-02   0.201860E+04   0.170969E+00
  5123   0.117954E+00   0.377094E-02  -0.383872E-02   0.201559E+04   0.170847E+00
  5124   0.117686E+00   0.376535E-02  -0.384628E-02   0.201259E+04   0.170725E+00
  5125   0.117441E+00   0.375944E-02  -0.385375E-02   0.200959E+04   0.170601E+00
  5126   0.117188E+00   0.375349E-02  -0.386106E-02   0.200659E+04   0.170477E+00
  5127   0.116936E+00   0.374757E-02  -0.386829E-02   0.200360E+04   0.170352E+00
  5128   0.116676E+00   0.374148E-02  -0.387551E-02   0.200061E+04   0.170226E+00
  5129   0.116431E+00   0.373527E-02  -0.388242E-02   0.199762E+04   0.170099E+00
  5130   0.116179E+00   0.372896E-02  -0.388925E-02   0.199464E+04   0.169972E+00
  5131   0.115935E+00   0.372254E-02  -0.389607E-02   0.199166E+04   0.169843E+00
  5132   0.115675E+00   0.371615E-02  -0.390258E-02   0.198868E+04   0.169714E+00
  5133   0.115439E+00   0.370952E-02  -0.390916E-02   0.198571E+04   0.169584E+00
  5134   0.115195E+00   0.370292E-02  -0.391551E-02   0.198274E+04   0.169454E+00
  5135   0.114943E+00   0.369621E-02  -0.392171E-02   0.197977E+04   0.169322E+00
  5136   0.114699E+00   0.368932E-02  -0.392775E-02   0.197681E+04   0.169190E+00
  5137   0.114456E+00   0.368240E-02  -0.393363E-02   0.197385E+04   0.169057E+00
  5138   0.114212E+00   0.367544E-02  -0.393936E-02   0.197089E+04   0.168923E+00
  5139   0.113976E+00   0.366830E-02  -0.394479E-02   0.196794E+04   0.168788E+00
  5140   0.113740E+00   0.366106E-02  -0.395029E-02   0.196499E+04   0.168653E+00
  5141   0.113497E+00   0.365378E-02  -0.395548E-02   0.196204E+04   0.168517E+00
  5142   0.113254E+00   0.364640E-02  -0.396045E-02   0.195910E+04   0.168380E+00
  5143   0.113011E+00   0.363899E-02  -0.396534E-02   0.195616E+04   0.168243E+00
  5144   0.112783E+00   0.363139E-02  -0.396992E-02   0.195322E+04   0.168104E+00
  5145   0.112548E+00   0.362369E-02  -0.397436E-02   0.195029E+04   0.167965E+00
  5146   0.112305E+00   0.361596E-02  -0.397872E-02   0.194736E+04   0.167825E+00
  5147   0.112071E+00   0.360827E-02  -0.398277E-02   0.194443E+04   0.167685E+00
  5148   0.111843E+00   0.360032E-02  -0.398661E-02   0.194151E+04   0.167544E+00
  5149   0.111601E+00   0.359235E-02  -0.399029E-02   0.193859E+04   0.167402E+00
  5150   0.111366E+00   0.358419E-02  -0.399360E-02   0.193567E+04   0.167259E+00
  5151   0.111139E+00   0.357608E-02  -0.399691E-02   0.193276E+04   0.167116E+00
  5152   0.110912E+00   0.356779E-02  -0.399984E-02   0.192985E+04   0.166972E+00
  5153   0.110678E+00   0.355955E-02  -0.400263E-02   0.192694E+04   0.166828E+00
  5154   0.110459E+00   0.355113E-02  -0.400519E-02   0.192404E+04   0.166682E+00
  5155   0.110218E+00   0.354275E-02  -0.400753E-02   0.192114E+04   0.166536E+00
  5156   0.109991E+00   0.353404E-02  -0.400957E-02   0.191824E+04   0.166390E+00
  5157   0.109765E+00   0.352546E-02  -0.401140E-02   0.191534E+04   0.166243E+00
  5158   0.109531E+00   0.351684E-02  -0.401307E-02   0.191245E+04   0.166095E+00
  5159   0.109305E+00   0.350797E-02  -0.401438E-02   0.190957E+04   0.165946E+00
  5160   0.109072E+00   0.349915E-02  -0.401553E-02   0.190668E+04   0.165797E+00
  5161   0.108846E+00   0.349030E-02  -0.401632E-02   0.190380E+04   0.165647E+00
  5162   0.108620E+00   0.348120E-02  -0.401704E-02   0.190092E+04   0.165497E+00
  5163   0.108395E+00   0.347214E-02  -0.401746E-02   0.189805E+04   0.165346E+00
  5164   0.108169E+00   0.346291E-02  -0.401744E-02   0.189518E+04   0.165194E+00
  5165   0.107944E+00   0.345373E-02  -0.401743E-02   0.189231E+04   0.165042E+00
  5166   0.107719E+00   0.344451E-02  -0.401712E-02   0.188945E+04   0.164889E+00
  5167   0.107494E+00   0.343512E-02  -0.401637E-02   0.188659E+04   0.164736E+00
  5168   0.107276E+00   0.342578E-02  -0.401548E-02   0.188373E+04   0.164582E+00
  5169   0.107044E+00   0.341612E-02  -0.401429E-02   0.188087E+04   0.164427E+00
  5170   0.106819E+00   0.340665E-02  -0.401297E-02   0.187802E+04   0.164272E+00
  5171   0.106602E+00   0.339700E-02  -0.401120E-02   0.187517E+04   0.164117E+00
  5172   0.106377E+00   0.338726E-02  -0.400922E-02   0.187233E+04   0.163960E+00
  5173   0.106153E+00   0.337756E-02  -0.400694E-02   0.186949E+04   0.163804E+00
  5174   0.105928E+00   0.336769E-02  -0.400445E-02   0.186665E+04   0.163646E+00
  5175   0.105712E+00   0.335786E-02  -0.400160E-02   0.186381E+04   0.163489E+00
  5176   0.105487E+00   0.334787E-02  -0.399853E-02   0.186098E+04   0.163330E+00
  5177   0.105256E+00   0.333792E-02  -0.399532E-02   0.185815E+04   0.163171E+00
  5178   0.105040E+00   0.332779E-02  -0.399160E-02   0.185533E+04   0.163012E+00
  5179   0.104816E+00   0.331787E-02  -0.398774E-02   0.185250E+04   0.162852E+00
  5180   0.104600E+00   0.330762E-02  -0.398359E-02   0.184968E+04   0.162691E+00
  5181   0.104369E+00   0.329743E-02  -0.397908E-02   0.184687E+04   0.162530E+00
  5182   0.104145E+00   0.328713E-02  -0.397443E-02   0.184406E+04   0.162369E+00
  5183   0.103929E+00   0.327688E-02  -0.396949E-02   0.184125E+04   0.162207E+00
  5184   0.103706E+00   0.326654E-02  -0.396420E-02   0.183844E+04   0.162045E+00
  5185   0.103475E+00   0.325617E-02  -0.395861E-02   0.183564E+04   0.161882E+00
  5186   0.103260E+00   0.324563E-02  -0.395282E-02   0.183284E+04   0.161718E+00
  5187   0.103037E+00   0.323522E-02  -0.394674E-02   0.183004E+04   0.161555E+00
  5188   0.102821E+00   0.322470E-02  -0.394053E-02   0.182725E+04   0.161390E+00
  5189   0.102591E+00   0.321417E-02  -0.393380E-02   0.182446E+04   0.161226E+00
  5190   0.102376E+00   0.320346E-02  -0.392694E-02   0.182167E+04   0.161060E+00
  5191   0.102153E+00   0.319288E-02  -0.391973E-02   0.181888E+04   0.160895E+00
  5192   0.101923E+00   0.318213E-02  -0.391230E-02   0.181610E+04   0.160729E+00
  5193   0.101701E+00   0.317150E-02  -0.390452E-02   0.181333E+04   0.160562E+00
  5194   0.101479E+00   0.316063E-02  -0.389660E-02   0.181055E+04   0.160395E+00
  5195   0.101257E+00   0.314989E-02  -0.388825E-02   0.180778E+04   0.160228E+00
  5196   0.101042E+00   0.313905E-02  -0.387977E-02   0.180501E+04   0.160060E+00
  5197   0.100820E+00   0.312826E-02  -0.387101E-02   0.180225E+04   0.159892E+00
  5198   0.100598E+00   0.311738E-02  -0.386196E-02   0.179948E+04   0.159724E+00
  5199   0.100377E+00   0.310648E-02  -0.385264E-02   0.179673E+04   0.159555E+00
  5200   0.100147E+00   0.309563E-02  -0.384303E-02   0.179397E+04   0.159385E+00
  5201   0.999333E-01   0.308453E-02  -0.383314E-02   0.179122E+04   0.159216E+00
  5202   0.997118E-01   0.307372E-02  -0.382312E-02   0.178847E+04   0.159046E+00
  5203   0.994830E-01   0.306258E-02  -0.381268E-02   0.178572E+04   0.158875E+00
  5204   0.992617E-01   0.305165E-02  -0.380203E-02   0.178298E+04   0.158705E+00
  5205   0.990480E-01   0.304070E-02  -0.379117E-02   0.178024E+04   0.158534E+00
  5206   0.988194E-01   0.302958E-02  -0.378004E-02   0.177750E+04   0.158362E+00
  5207   0.985984E-01   0.301859E-02  -0.376855E-02   0.177477E+04   0.158190E+00
  5208   0.983700E-01   0.300743E-02  -0.375694E-02   0.177204E+04   0.158018E+00
  5209   0.981343E-01   0.299633E-02  -0.374519E-02   0.176931E+04   0.157846E+00
  5210   0.979136E-01   0.298528E-02  -0.373302E-02   0.176659E+04   0.157673E+00
  5211   0.976855E-01   0.297414E-02  -0.372065E-02   0.176386E+04   0.157500E+00
  5212   0.974575E-01   0.296298E-02  -0.370808E-02   0.176115E+04   0.157327E+00
  5213   0.972370E-01   0.295180E-02  -0.369515E-02   0.175843E+04   0.157153E+00
  5214   0.970092E-01   0.294075E-02  -0.368218E-02   0.175572E+04   0.156979E+00
  5215   0.967740E-01   0.292954E-02  -0.366885E-02   0.175301E+04   0.156805E+00
  5216   0.965538E-01   0.291838E-02  -0.365540E-02   0.175030E+04   0.156630E+00
  5217   0.963262E-01   0.290728E-02  -0.364152E-02   0.174760E+04   0.156455E+00
  5218   0.961061E-01   0.289616E-02  -0.362760E-02   0.174490E+04   0.156280E+00
  5219   0.958713E-01   0.288488E-02  -0.361340E-02   0.174221E+04   0.156105E+00
  5220   0.956514E-01   0.287380E-02  -0.359900E-02   0.173951E+04   0.155929E+00
  5221   0.954093E-01   0.286256E-02  -0.358440E-02   0.173682E+04   0.155753E+00
  5222   0.951896E-01   0.285152E-02  -0.356968E-02   0.173414E+04   0.155577E+00
  5223   0.949625E-01   0.284032E-02  -0.355454E-02   0.173145E+04   0.155401E+00
  5224   0.947281E-01   0.282932E-02  -0.353927E-02   0.172877E+04   0.155224E+00
  5225   0.945011E-01   0.281824E-02  -0.352389E-02   0.172609E+04   0.155047E+00
  5226   0.942743E-01   0.280714E-02  -0.350823E-02   0.172342E+04   0.154870E+00
  5227   0.940401E-01   0.279610E-02  -0.349252E-02   0.172075E+04   0.154693E+00
  5228   0.938134E-01   0.278496E-02  -0.347647E-02   0.171808E+04   0.154516E+00
  5229   0.935868E-01   0.277397E-02  -0.346037E-02   0.171541E+04   0.154338E+00
  5230   0.933528E-01   0.276288E-02  -0.344400E-02   0.171275E+04   0.154160E+00
  5231   0.931264E-01   0.275185E-02  -0.342743E-02   0.171009E+04   0.153982E+00
  5232   0.928851E-01   0.274081E-02  -0.341068E-02   0.170743E+04   0.153804E+00
  5233   0.926514E-01   0.272990E-02  -0.339380E-02   0.170478E+04   0.153625E+00
  5234   0.924178E-01   0.271890E-02  -0.337680E-02   0.170213E+04   0.153447E+00
  5235   0.921842E-01   0.270789E-02  -0.335953E-02   0.169948E+04   0.153268E+00
  5236   0.919507E-01   0.269701E-02  -0.334215E-02   0.169684E+04   0.153089E+00
  5237   0.917172E-01   0.268605E-02  -0.332465E-02   0.169420E+04   0.152910E+00
  5238   0.914838E-01   0.267522E-02  -0.330702E-02   0.169156E+04   0.152731E+00
  5239   0.912431E-01   0.266430E-02  -0.328921E-02   0.168892E+04   0.152551E+00
  5240   0.910025E-01   0.265345E-02  -0.327128E-02   0.168629E+04   0.152372E+00
  5241   0.907767E-01   0.264265E-02  -0.325316E-02   0.168366E+04   0.152192E+00
  5242   0.905362E-01   0.263185E-02  -0.323492E-02   0.168103E+04   0.152013E+00
  5243   0.902958E-01   0.262110E-02  -0.321664E-02   0.167841E+04   0.151833E+00
  5244   0.900702E-01   0.261042E-02  -0.319824E-02   0.167579E+04   0.151653E+00
  5245   0.898225E-01   0.259973E-02  -0.317958E-02   0.167317E+04   0.151473E+00
  5246   0.895897E-01   0.258902E-02  -0.316088E-02   0.167056E+04   0.151292E+00
  5247   0.893569E-01   0.257845E-02  -0.314206E-02   0.166795E+04   0.151112E+00
  5248   0.891094E-01   0.256787E-02  -0.312320E-02   0.166534E+04   0.150932E+00
  5249   0.888768E-01   0.255735E-02  -0.310416E-02   0.166274E+04   0.150751E+00
  5250   0.886368E-01   0.254682E-02  -0.308500E-02   0.166013E+04   0.150571E+00
  5251   0.883969E-01   0.253636E-02  -0.306572E-02   0.165753E+04   0.150390E+00
  5252   0.881496E-01   0.252588E-02  -0.304648E-02   0.165494E+04   0.150210E+00
  5253   0.879172E-01   0.251547E-02  -0.302706E-02   0.165235E+04   0.150029E+00
  5254   0.876775E-01   0.250520E-02  -0.300752E-02   0.164976E+04   0.149848E+00
  5255   0.874304E-01   0.249476E-02  -0.298795E-02   0.164717E+04   0.149668E+00
  5256   0.871982E-01   0.248455E-02  -0.296841E-02   0.164458E+04   0.149487E+00
  5257   0.869512E-01   0.247424E-02  -0.294876E-02   0.164200E+04   0.149306E+00
  5258   0.867117E-01   0.246408E-02  -0.292900E-02   0.163942E+04   0.149125E+00
  5259   0.864649E-01   0.245383E-02  -0.290921E-02   0.163685E+04   0.148944E+00
  5260   0.862255E-01   0.244380E-02  -0.288937E-02   0.163428E+04   0.148763E+00
  5261   0.859862E-01   0.243375E-02  -0.286951E-02   0.163171E+04   0.148583E+00
  5262   0.857469E-01   0.242363E-02  -0.284960E-02   0.162914E+04   0.148402E+00
  5263   0.855003E-01   0.241372E-02  -0.282959E-02   0.162658E+04   0.148221E+00
  5264   0.852537E-01   0.240380E-02  -0.280962E-02   0.162402E+04   0.148040E+00
  5265   0.850072E-01   0.239387E-02  -0.278947E-02   0.162146E+04   0.147859E+00
  5266   0.847681E-01   0.238408E-02  -0.276950E-02   0.161891E+04   0.147678E+00
  5267   0.845292E-01   0.237429E-02  -0.274935E-02   0.161635E+04   0.147498E+00
  5268   0.842754E-01   0.236456E-02  -0.272925E-02   0.161381E+04   0.147317E+00
  5269   0.840365E-01   0.235490E-02  -0.270911E-02   0.161126E+04   0.147136E+00
  5270   0.837902E-01   0.234523E-02  -0.268901E-02   0.160872E+04   0.146956E+00
  5271   0.835366E-01   0.233563E-02  -0.266889E-02   0.160618E+04   0.146775E+00
  5272   0.832979E-01   0.232609E-02  -0.264873E-02   0.160364E+04   0.146594E+00
  5273   0.830518E-01   0.231670E-02  -0.262861E-02   0.160111E+04   0.146414E+00
  5274   0.828132E-01   0.230723E-02  -0.260846E-02   0.159858E+04   0.146234E+00
  5275   0.825672E-01   0.229783E-02  -0.258836E-02   0.159605E+04   0.146053E+00
  5276   0.823286E-01   0.228849E-02  -0.256823E-02   0.159352E+04   0.145873E+00
  5277   0.820827E-01   0.227923E-02  -0.254821E-02   0.159100E+04   0.145693E+00
  5278   0.818294E-01   0.226995E-02  -0.252817E-02   0.158848E+04   0.145513E+00
  5279   0.815836E-01   0.226090E-02  -0.250810E-02   0.158596E+04   0.145333E+00
  5280   0.813379E-01   0.225176E-02  -0.248814E-02   0.158345E+04   0.145153E+00
  5281   0.810996E-01   0.224270E-02  -0.246824E-02   0.158094E+04   0.144974E+00
  5282   0.808465E-01   0.223378E-02  -0.244830E-02   0.157843E+04   0.144794E+00
  5283   0.806008E-01   0.222478E-02  -0.242841E-02   0.157593E+04   0.144615E+00
  5284   0.803627E-01   0.221592E-02  -0.240857E-02   0.157342E+04   0.144436E+00
  5285   0.801097E-01   0.220714E-02  -0.238886E-02   0.157093E+04   0.144256E+00
  5286   0.798642E-01   0.219835E-02  -0.236918E-02   0.156843E+04   0.144078E+00
  5287   0.796262E-01   0.218955E-02  -0.234956E-02   0.156594E+04   0.143899E+00
  5288   0.793808E-01   0.218098E-02  -0.233006E-02   0.156345E+04   0.143720E+00
  5289   0.791280E-01   0.217240E-02  -0.231046E-02   0.156096E+04   0.143542E+00
  5290   0.788826E-01   0.216382E-02  -0.229106E-02   0.155847E+04   0.143363E+00
  5291   0.786448E-01   0.215531E-02  -0.227171E-02   0.155599E+04   0.143185E+00
  5292   0.783921E-01   0.214688E-02  -0.225248E-02   0.155351E+04   0.143007E+00
  5293   0.781469E-01   0.213858E-02  -0.223331E-02   0.155104E+04   0.142830E+00
  5294   0.779091E-01   0.213022E-02  -0.221425E-02   0.154856E+04   0.142652E+00
  5295   0.776565E-01   0.212192E-02  -0.219533E-02   0.154609E+04   0.142475E+00
  5296   0.774188E-01   0.211370E-02  -0.217638E-02   0.154363E+04   0.142298E+00
  5297   0.771738E-01   0.210562E-02  -0.215756E-02   0.154116E+04   0.142121E+00
  5298   0.769213E-01   0.209747E-02  -0.213893E-02   0.153870E+04   0.141944E+00
  5299   0.766837E-01   0.208946E-02  -0.212029E-02   0.153624E+04   0.141768E+00
  5300   0.764388E-01   0.208145E-02  -0.210185E-02   0.153378E+04   0.141591E+00
  5301   0.761938E-01   0.207352E-02  -0.208353E-02   0.153133E+04   0.141416E+00
  5302   0.759489E-01   0.206573E-02  -0.206520E-02   0.152888E+04   0.141240E+00
  5303   0.757040E-01   0.205795E-02  -0.204714E-02   0.152643E+04   0.141064E+00
  5304   0.754592E-01   0.205016E-02  -0.202914E-02   0.152399E+04   0.140889E+00
  5305   0.752144E-01   0.204245E-02  -0.201119E-02   0.152155E+04   0.140714E+00
  5306   0.749696E-01   0.203481E-02  -0.199344E-02   0.151911E+04   0.140540E+00
  5307   0.747249E-01   0.202724E-02  -0.197575E-02   0.151667E+04   0.140365E+00
  5308   0.744801E-01   0.201968E-02  -0.195827E-02   0.151424E+04   0.140191E+00
  5309   0.742503E-01   0.201227E-02  -0.194099E-02   0.151181E+04   0.140018E+00
  5310   0.739982E-01   0.200485E-02  -0.192376E-02   0.150938E+04   0.139844E+00
  5311   0.737610E-01   0.199759E-02  -0.190660E-02   0.150696E+04   0.139671E+00
  5312   0.735238E-01   0.199025E-02  -0.188979E-02   0.150453E+04   0.139498E+00
  5313   0.732792E-01   0.198299E-02  -0.187303E-02   0.150211E+04   0.139326E+00
  5314   0.730421E-01   0.197580E-02  -0.185641E-02   0.149970E+04   0.139153E+00
  5315   0.728050E-01   0.196869E-02  -0.183985E-02   0.149728E+04   0.138981E+00
  5316   0.725679E-01   0.196158E-02  -0.182356E-02   0.149487E+04   0.138810E+00
  5317   0.723309E-01   0.195455E-02  -0.180734E-02   0.149246E+04   0.138639E+00
  5318   0.720864E-01   0.194760E-02  -0.179140E-02   0.149006E+04   0.138468E+00
  5319   0.718494E-01   0.194064E-02  -0.177552E-02   0.148766E+04   0.138297E+00
  5320   0.716124E-01   0.193369E-02  -0.175978E-02   0.148526E+04   0.138127E+00
  5321   0.713754E-01   0.192690E-02  -0.174424E-02   0.148286E+04   0.137958E+00
  5322   0.711385E-01   0.192010E-02  -0.172891E-02   0.148047E+04   0.137788E+00
  5323   0.709016E-01   0.191353E-02  -0.171372E-02   0.147807E+04   0.137619E+00
  5324   0.706639E-01   0.190682E-02  -0.169874E-02   0.147569E+04   0.137451E+00
  5325   0.704315E-01   0.190018E-02  -0.168390E-02   0.147330E+04   0.137282E+00
  5326   0.701991E-01   0.189370E-02  -0.166926E-02   0.147092E+04   0.137115E+00
  5327   0.699667E-01   0.188714E-02  -0.165476E-02   0.146854E+04   0.136947E+00
  5328   0.697276E-01   0.188074E-02  -0.164041E-02   0.146616E+04   0.136780E+00
  5329   0.695027E-01   0.187435E-02  -0.162633E-02   0.146378E+04   0.136614E+00
  5330   0.692710E-01   0.186796E-02  -0.161240E-02   0.146141E+04   0.136447E+00
  5331   0.690395E-01   0.186164E-02  -0.159868E-02   0.145904E+04   0.136282E+00
  5332   0.688071E-01   0.185548E-02  -0.158502E-02   0.145668E+04   0.136116E+00
  5333   0.685830E-01   0.184926E-02  -0.157165E-02   0.145431E+04   0.135952E+00
  5334   0.683514E-01   0.184303E-02  -0.155842E-02   0.145195E+04   0.135787E+00
  5335   0.681192E-01   0.183689E-02  -0.154533E-02   0.144959E+04   0.135623E+00
  5336   0.678951E-01   0.183083E-02  -0.153246E-02   0.144724E+04   0.135460E+00
  5337   0.676710E-01   0.182485E-02  -0.151987E-02   0.144488E+04   0.135297E+00
