#    L    TT             EE             BB             TE          
   769   0.169285E-03   0.378191E-05   0.184599E-05   0.132156E-04
   770   0.169315E-03   0.377007E-05   0.183763E-05   0.133670E-04
   771   0.169394E-03   0.375743E-05   0.182925E-05   0.135170E-04
   772   0.169518E-03   0.374400E-05   0.182087E-05   0.136652E-04
   773   0.169686E-03   0.372982E-05   0.181248E-05   0.138115E-04
   774   0.169896E-03   0.371489E-05   0.180409E-05   0.139555E-04
   775   0.170143E-03   0.369925E-05   0.179570E-05   0.140971E-04
   776   0.170428E-03   0.368290E-05   0.178733E-05   0.142360E-04
   777   0.170745E-03   0.366587E-05   0.177897E-05   0.143719E-04
   778   0.171094E-03   0.364819E-05   0.177064E-05   0.145046E-04
   779   0.171472E-03   0.362986E-05   0.176234E-05   0.146338E-04
   780   0.171876E-03   0.361092E-05   0.175407E-05   0.147594E-04
   781   0.172304E-03   0.359138E-05   0.174584E-05   0.148809E-04
   782   0.172753E-03   0.357125E-05   0.173765E-05   0.149982E-04
   783   0.173221E-03   0.355057E-05   0.172952E-05   0.151111E-04
   784   0.173706E-03   0.352935E-05   0.172144E-05   0.152192E-04
   785   0.174204E-03   0.350762E-05   0.171343E-05   0.153224E-04
   786   0.174714E-03   0.348539E-05   0.170548E-05   0.154203E-04
   787   0.175233E-03   0.346268E-05   0.169761E-05   0.155128E-04
   788   0.175758E-03   0.343951E-05   0.168982E-05   0.155995E-04
   789   0.176288E-03   0.341590E-05   0.168211E-05   0.156803E-04
   790   0.176819E-03   0.339188E-05   0.167449E-05   0.157549E-04
   791   0.177349E-03   0.336747E-05   0.166697E-05   0.158229E-04
   792   0.177876E-03   0.334268E-05   0.165954E-05   0.158843E-04
   793   0.178397E-03   0.331753E-05   0.165223E-05   0.159387E-04
   794   0.178910E-03   0.329205E-05   0.164503E-05   0.159858E-04
   795   0.179412E-03   0.326625E-05   0.163795E-05   0.160255E-04
   796   0.179901E-03   0.324016E-05   0.163099E-05   0.160574E-04
   797   0.180374E-03   0.321379E-05   0.162416E-05   0.160814E-04
   798   0.180829E-03   0.318717E-05   0.161747E-05   0.160971E-04
   799   0.181263E-03   0.316032E-05   0.161091E-05   0.161043E-04
   800   0.181675E-03   0.313325E-05   0.160451E-05   0.161029E-04
   801   0.182061E-03   0.310600E-05   0.159825E-05   0.160925E-04
   802   0.182421E-03   0.307857E-05   0.159215E-05   0.160734E-04
   803   0.182756E-03   0.305099E-05   0.158619E-05   0.160458E-04
   804   0.183065E-03   0.302329E-05   0.158037E-05   0.160100E-04
   805   0.183348E-03   0.299549E-05   0.157470E-05   0.159663E-04
   806   0.183605E-03   0.296762E-05   0.156916E-05   0.159149E-04
   807   0.183836E-03   0.293969E-05   0.156376E-05   0.158560E-04
   808   0.184040E-03   0.291173E-05   0.155850E-05   0.157900E-04
   809   0.184219E-03   0.288377E-05   0.155336E-05   0.157170E-04
   810   0.184371E-03   0.285582E-05   0.154835E-05   0.156374E-04
   811   0.184497E-03   0.282791E-05   0.154347E-05   0.155514E-04
   812   0.184596E-03   0.280007E-05   0.153871E-05   0.154592E-04
   813   0.184669E-03   0.277231E-05   0.153407E-05   0.153612E-04
   814   0.184714E-03   0.274466E-05   0.152954E-05   0.152575E-04
   815   0.184734E-03   0.271714E-05   0.152513E-05   0.151485E-04
   816   0.184726E-03   0.268978E-05   0.152083E-05   0.150344E-04
   817   0.184691E-03   0.266260E-05   0.151664E-05   0.149154E-04
   818   0.184630E-03   0.263562E-05   0.151255E-05   0.147918E-04
   819   0.184541E-03   0.260887E-05   0.150857E-05   0.146639E-04
   820   0.184425E-03   0.258237E-05   0.150468E-05   0.145318E-04
   821   0.184282E-03   0.255614E-05   0.150090E-05   0.143960E-04
   822   0.184112E-03   0.253020E-05   0.149721E-05   0.142566E-04
   823   0.183914E-03   0.250459E-05   0.149361E-05   0.141139E-04
   824   0.183689E-03   0.247931E-05   0.149010E-05   0.139682E-04
   825   0.183436E-03   0.245441E-05   0.148667E-05   0.138197E-04
   826   0.183155E-03   0.242989E-05   0.148333E-05   0.136686E-04
   827   0.182846E-03   0.240578E-05   0.148008E-05   0.135153E-04
   828   0.182510E-03   0.238211E-05   0.147690E-05   0.133600E-04
   829   0.182146E-03   0.235890E-05   0.147379E-05   0.132029E-04
   830   0.181753E-03   0.233617E-05   0.147076E-05   0.130443E-04
   831   0.181333E-03   0.231395E-05   0.146780E-05   0.128845E-04
   832   0.180884E-03   0.229226E-05   0.146491E-05   0.127237E-04
   833   0.180407E-03   0.227111E-05   0.146208E-05   0.125621E-04
   834   0.179902E-03   0.225055E-05   0.145931E-05   0.124001E-04
   835   0.179369E-03   0.223058E-05   0.145660E-05   0.122379E-04
   836   0.178806E-03   0.221123E-05   0.145395E-05   0.120758E-04
   837   0.178215E-03   0.219253E-05   0.145135E-05   0.119139E-04
   838   0.177596E-03   0.217449E-05   0.144881E-05   0.117527E-04
   839   0.176947E-03   0.215715E-05   0.144631E-05   0.115922E-04
   840   0.176270E-03   0.214053E-05   0.144385E-05   0.114329E-04
   841   0.175564E-03   0.212464E-05   0.144144E-05   0.112748E-04
   842   0.174829E-03   0.210951E-05   0.143907E-05   0.111184E-04
   843   0.174064E-03   0.209517E-05   0.143674E-05   0.109639E-04
   844   0.173271E-03   0.208164E-05   0.143444E-05   0.108114E-04
   845   0.172448E-03   0.206893E-05   0.143218E-05   0.106614E-04
   846   0.171596E-03   0.205709E-05   0.142994E-05   0.105139E-04
   847   0.170714E-03   0.204612E-05   0.142773E-05   0.103694E-04
   848   0.169803E-03   0.203605E-05   0.142554E-05   0.102280E-04
   849   0.168862E-03   0.202690E-05   0.142338E-05   0.100900E-04
   850   0.167891E-03   0.201871E-05   0.142123E-05   0.995567E-05
   851   0.166891E-03   0.201147E-05   0.141910E-05   0.982523E-05
   852   0.165862E-03   0.200518E-05   0.141698E-05   0.969868E-05
   853   0.164807E-03   0.199981E-05   0.141487E-05   0.957602E-05
   854   0.163725E-03   0.199532E-05   0.141278E-05   0.945722E-05
   855   0.162620E-03   0.199168E-05   0.141069E-05   0.934226E-05
   856   0.161492E-03   0.198888E-05   0.140861E-05   0.923111E-05
   857   0.160342E-03   0.198688E-05   0.140653E-05   0.912377E-05
   858   0.159172E-03   0.198565E-05   0.140446E-05   0.902019E-05
   859   0.157983E-03   0.198517E-05   0.140240E-05   0.892037E-05
   860   0.156777E-03   0.198540E-05   0.140033E-05   0.882429E-05
   861   0.155556E-03   0.198632E-05   0.139826E-05   0.873191E-05
   862   0.154319E-03   0.198790E-05   0.139619E-05   0.864323E-05
   863   0.153070E-03   0.199011E-05   0.139411E-05   0.855821E-05
   864   0.151809E-03   0.199293E-05   0.139203E-05   0.847685E-05
   865   0.150537E-03   0.199632E-05   0.138994E-05   0.839911E-05
   866   0.149257E-03   0.200025E-05   0.138784E-05   0.832497E-05
   867   0.147969E-03   0.200471E-05   0.138573E-05   0.825442E-05
   868   0.146675E-03   0.200965E-05   0.138361E-05   0.818743E-05
   869   0.145376E-03   0.201506E-05   0.138147E-05   0.812399E-05
   870   0.144073E-03   0.202090E-05   0.137932E-05   0.806406E-05
   871   0.142769E-03   0.202714E-05   0.137714E-05   0.800764E-05
   872   0.141464E-03   0.203376E-05   0.137495E-05   0.795469E-05
   873   0.140160E-03   0.204073E-05   0.137274E-05   0.790520E-05
   874   0.138858E-03   0.204802E-05   0.137051E-05   0.785915E-05
   875   0.137559E-03   0.205560E-05   0.136825E-05   0.781651E-05
   876   0.136266E-03   0.206344E-05   0.136597E-05   0.777726E-05
   877   0.134979E-03   0.207152E-05   0.136365E-05   0.774139E-05
   878   0.133700E-03   0.207981E-05   0.136131E-05   0.770887E-05
   879   0.132429E-03   0.208827E-05   0.135894E-05   0.767968E-05
   880   0.131170E-03   0.209689E-05   0.135653E-05   0.765379E-05
   881   0.129922E-03   0.210563E-05   0.135409E-05   0.763120E-05
   882   0.128687E-03   0.211446E-05   0.135162E-05   0.761187E-05
   883   0.127467E-03   0.212335E-05   0.134911E-05   0.759578E-05
   884   0.126264E-03   0.213229E-05   0.134655E-05   0.758292E-05
   885   0.125077E-03   0.214123E-05   0.134396E-05   0.757326E-05
   886   0.123910E-03   0.215015E-05   0.134133E-05   0.756679E-05
   887   0.122763E-03   0.215902E-05   0.133865E-05   0.756347E-05
   888   0.121637E-03   0.216782E-05   0.133592E-05   0.756329E-05
   889   0.120535E-03   0.217651E-05   0.133315E-05   0.756623E-05
   890   0.119457E-03   0.218507E-05   0.133032E-05   0.757227E-05
   891   0.118404E-03   0.219347E-05   0.132745E-05   0.758138E-05
   892   0.117379E-03   0.220168E-05   0.132453E-05   0.759355E-05
   893   0.116383E-03   0.220967E-05   0.132155E-05   0.760875E-05
   894   0.115416E-03   0.221742E-05   0.131851E-05   0.762696E-05
   895   0.114481E-03   0.222489E-05   0.131542E-05   0.764817E-05
   896   0.113579E-03   0.223206E-05   0.131226E-05   0.767234E-05
   897   0.112711E-03   0.223890E-05   0.130905E-05   0.769946E-05
   898   0.111878E-03   0.224537E-05   0.130578E-05   0.772950E-05
   899   0.111082E-03   0.225146E-05   0.130244E-05   0.776246E-05
   900   0.110325E-03   0.225714E-05   0.129903E-05   0.779829E-05
   901   0.109607E-03   0.226237E-05   0.129556E-05   0.783698E-05
   902   0.108928E-03   0.226717E-05   0.129202E-05   0.787838E-05
   903   0.108286E-03   0.227153E-05   0.128842E-05   0.792237E-05
   904   0.107682E-03   0.227545E-05   0.128476E-05   0.796880E-05
   905   0.107114E-03   0.227894E-05   0.128104E-05   0.801754E-05
   906   0.106581E-03   0.228200E-05   0.127727E-05   0.806845E-05
   907   0.106082E-03   0.228464E-05   0.127345E-05   0.812137E-05
   908   0.105616E-03   0.228686E-05   0.126957E-05   0.817619E-05
   909   0.105183E-03   0.228865E-05   0.126565E-05   0.823275E-05
   910   0.104782E-03   0.229004E-05   0.126168E-05   0.829092E-05
   911   0.104411E-03   0.229101E-05   0.125767E-05   0.835055E-05
   912   0.104069E-03   0.229157E-05   0.125362E-05   0.841151E-05
   913   0.103757E-03   0.229173E-05   0.124953E-05   0.847366E-05
   914   0.103472E-03   0.229148E-05   0.124541E-05   0.853686E-05
   915   0.103215E-03   0.229084E-05   0.124125E-05   0.860096E-05
   916   0.102983E-03   0.228980E-05   0.123706E-05   0.866584E-05
   917   0.102777E-03   0.228836E-05   0.123285E-05   0.873134E-05
   918   0.102595E-03   0.228654E-05   0.122860E-05   0.879733E-05
   919   0.102436E-03   0.228433E-05   0.122434E-05   0.886368E-05
   920   0.102299E-03   0.228174E-05   0.122006E-05   0.893023E-05
   921   0.102184E-03   0.227877E-05   0.121575E-05   0.899685E-05
   922   0.102090E-03   0.227542E-05   0.121144E-05   0.906340E-05
   923   0.102015E-03   0.227170E-05   0.120710E-05   0.912975E-05
   924   0.101959E-03   0.226761E-05   0.120276E-05   0.919574E-05
   925   0.101921E-03   0.226315E-05   0.119841E-05   0.926125E-05
   926   0.101900E-03   0.225833E-05   0.119406E-05   0.932613E-05
   927   0.101895E-03   0.225315E-05   0.118970E-05   0.939024E-05
   928   0.101905E-03   0.224761E-05   0.118534E-05   0.945345E-05
   929   0.101929E-03   0.224172E-05   0.118098E-05   0.951560E-05
   930   0.101967E-03   0.223548E-05   0.117662E-05   0.957658E-05
   931   0.102017E-03   0.222889E-05   0.117227E-05   0.963622E-05
   932   0.102078E-03   0.222196E-05   0.116794E-05   0.969440E-05
   933   0.102150E-03   0.221468E-05   0.116361E-05   0.975097E-05
   934   0.102232E-03   0.220707E-05   0.115929E-05   0.980580E-05
   935   0.102322E-03   0.219912E-05   0.115500E-05   0.985875E-05
   936   0.102420E-03   0.219084E-05   0.115072E-05   0.990967E-05
   937   0.102525E-03   0.218224E-05   0.114646E-05   0.995842E-05
   938   0.102636E-03   0.217331E-05   0.114223E-05   0.100049E-04
   939   0.102753E-03   0.216405E-05   0.113802E-05   0.100489E-04
   940   0.102873E-03   0.215448E-05   0.113385E-05   0.100903E-04
   941   0.102997E-03   0.214460E-05   0.112970E-05   0.101290E-04
   942   0.103123E-03   0.213440E-05   0.112559E-05   0.101649E-04
   943   0.103251E-03   0.212389E-05   0.112151E-05   0.101977E-04
   944   0.103379E-03   0.211308E-05   0.111747E-05   0.102274E-04
   945   0.103506E-03   0.210197E-05   0.111348E-05   0.102538E-04
   946   0.103633E-03   0.209055E-05   0.110952E-05   0.102768E-04
   947   0.103757E-03   0.207885E-05   0.110562E-05   0.102962E-04
   948   0.103878E-03   0.206685E-05   0.110176E-05   0.103120E-04
   949   0.103996E-03   0.205455E-05   0.109795E-05   0.103239E-04
   950   0.104108E-03   0.204198E-05   0.109420E-05   0.103318E-04
   951   0.104215E-03   0.202912E-05   0.109050E-05   0.103356E-04
   952   0.104315E-03   0.201600E-05   0.108685E-05   0.103354E-04
   953   0.104409E-03   0.200262E-05   0.108326E-05   0.103313E-04
   954   0.104497E-03   0.198901E-05   0.107973E-05   0.103234E-04
   955   0.104579E-03   0.197518E-05   0.107625E-05   0.103118E-04
   956   0.104653E-03   0.196115E-05   0.107282E-05   0.102966E-04
   957   0.104721E-03   0.194693E-05   0.106944E-05   0.102779E-04
   958   0.104781E-03   0.193253E-05   0.106612E-05   0.102558E-04
   959   0.104834E-03   0.191798E-05   0.106284E-05   0.102304E-04
   960   0.104879E-03   0.190329E-05   0.105962E-05   0.102018E-04
   961   0.104917E-03   0.188847E-05   0.105644E-05   0.101702E-04
   962   0.104946E-03   0.187355E-05   0.105331E-05   0.101355E-04
   963   0.104967E-03   0.185853E-05   0.105024E-05   0.100980E-04
   964   0.104980E-03   0.184343E-05   0.104720E-05   0.100577E-04
   965   0.104985E-03   0.182827E-05   0.104422E-05   0.100147E-04
   966   0.104980E-03   0.181306E-05   0.104128E-05   0.996918E-05
   967   0.104967E-03   0.179783E-05   0.103839E-05   0.992118E-05
   968   0.104945E-03   0.178258E-05   0.103554E-05   0.987081E-05
   969   0.104913E-03   0.176733E-05   0.103274E-05   0.981819E-05
   970   0.104871E-03   0.175210E-05   0.102998E-05   0.976342E-05
   971   0.104820E-03   0.173690E-05   0.102726E-05   0.970659E-05
   972   0.104759E-03   0.172174E-05   0.102459E-05   0.964782E-05
   973   0.104688E-03   0.170666E-05   0.102195E-05   0.958721E-05
   974   0.104606E-03   0.169165E-05   0.101936E-05   0.952485E-05
   975   0.104514E-03   0.167674E-05   0.101681E-05   0.946086E-05
   976   0.104411E-03   0.166194E-05   0.101430E-05   0.939533E-05
   977   0.104297E-03   0.164727E-05   0.101182E-05   0.932838E-05
   978   0.104172E-03   0.163274E-05   0.100939E-05   0.926010E-05
   979   0.104036E-03   0.161837E-05   0.100699E-05   0.919059E-05
   980   0.103888E-03   0.160417E-05   0.100463E-05   0.911997E-05
   981   0.103729E-03   0.159017E-05   0.100230E-05   0.904833E-05
   982   0.103557E-03   0.157637E-05   0.100002E-05   0.897578E-05
   983   0.103374E-03   0.156279E-05   0.997763E-06   0.890242E-05
   984   0.103178E-03   0.154946E-05   0.995544E-06   0.882836E-05
   985   0.102970E-03   0.153637E-05   0.993359E-06   0.875369E-05
   986   0.102748E-03   0.152355E-05   0.991207E-06   0.867852E-05
   987   0.102515E-03   0.151102E-05   0.989088E-06   0.860296E-05
   988   0.102268E-03   0.149879E-05   0.987000E-06   0.852711E-05
   989   0.102007E-03   0.148688E-05   0.984944E-06   0.845106E-05
   990   0.101733E-03   0.147530E-05   0.982918E-06   0.837494E-05
   991   0.101446E-03   0.146407E-05   0.980922E-06   0.829883E-05
   992   0.101145E-03   0.145320E-05   0.978955E-06   0.822284E-05
   993   0.100829E-03   0.144271E-05   0.977017E-06   0.814708E-05
   994   0.100499E-03   0.143262E-05   0.975106E-06   0.807165E-05
   995   0.100155E-03   0.142293E-05   0.973223E-06   0.799665E-05
   996   0.997965E-04   0.141368E-05   0.971367E-06   0.792219E-05
   997   0.994228E-04   0.140487E-05   0.969537E-06   0.784836E-05
   998   0.990341E-04   0.139651E-05   0.967731E-06   0.777528E-05
   999   0.986301E-04   0.138863E-05   0.965951E-06   0.770304E-05
  1000   0.982107E-04   0.138125E-05   0.964194E-06   0.763176E-05
  1001   0.977757E-04   0.137436E-05   0.962461E-06   0.756151E-05
  1002   0.973258E-04   0.136796E-05   0.960750E-06   0.749233E-05
  1003   0.968615E-04   0.136205E-05   0.959061E-06   0.742424E-05
  1004   0.963834E-04   0.135661E-05   0.957391E-06   0.735726E-05
  1005   0.958923E-04   0.135162E-05   0.955740E-06   0.729139E-05
  1006   0.953887E-04   0.134708E-05   0.954108E-06   0.722667E-05
  1007   0.948732E-04   0.134296E-05   0.952492E-06   0.716310E-05
  1008   0.943465E-04   0.133927E-05   0.950891E-06   0.710071E-05
  1009   0.938093E-04   0.133598E-05   0.949306E-06   0.703950E-05
  1010   0.932622E-04   0.133309E-05   0.947734E-06   0.697951E-05
  1011   0.927057E-04   0.133058E-05   0.946174E-06   0.692073E-05
  1012   0.921406E-04   0.132844E-05   0.944626E-06   0.686320E-05
  1013   0.915675E-04   0.132665E-05   0.943088E-06   0.680693E-05
  1014   0.909870E-04   0.132521E-05   0.941560E-06   0.675194E-05
  1015   0.903997E-04   0.132411E-05   0.940039E-06   0.669824E-05
  1016   0.898063E-04   0.132332E-05   0.938525E-06   0.664585E-05
  1017   0.892075E-04   0.132284E-05   0.937018E-06   0.659479E-05
  1018   0.886037E-04   0.132265E-05   0.935515E-06   0.654508E-05
  1019   0.879958E-04   0.132275E-05   0.934016E-06   0.649672E-05
  1020   0.873843E-04   0.132312E-05   0.932519E-06   0.644975E-05
  1021   0.867698E-04   0.132374E-05   0.931024E-06   0.640417E-05
  1022   0.861530E-04   0.132461E-05   0.929530E-06   0.636001E-05
  1023   0.855346E-04   0.132572E-05   0.928034E-06   0.631728E-05
  1024   0.849151E-04   0.132704E-05   0.926538E-06   0.627600E-05
  1025   0.842952E-04   0.132857E-05   0.925038E-06   0.623618E-05
  1026   0.836755E-04   0.133030E-05   0.923534E-06   0.619785E-05
  1027   0.830567E-04   0.133221E-05   0.922026E-06   0.616101E-05
  1028   0.824394E-04   0.133429E-05   0.920511E-06   0.612570E-05
  1029   0.818243E-04   0.133653E-05   0.918990E-06   0.609192E-05
  1030   0.812119E-04   0.133892E-05   0.917459E-06   0.605969E-05
  1031   0.806029E-04   0.134144E-05   0.915920E-06   0.602903E-05
  1032   0.799979E-04   0.134408E-05   0.914370E-06   0.599995E-05
  1033   0.793976E-04   0.134683E-05   0.912809E-06   0.597248E-05
  1034   0.788026E-04   0.134968E-05   0.911235E-06   0.594663E-05
  1035   0.782136E-04   0.135261E-05   0.909647E-06   0.592241E-05
  1036   0.776312E-04   0.135561E-05   0.908045E-06   0.589986E-05
  1037   0.770559E-04   0.135867E-05   0.906426E-06   0.587897E-05
  1038   0.764885E-04   0.136178E-05   0.904791E-06   0.585977E-05
  1039   0.759296E-04   0.136492E-05   0.903137E-06   0.584228E-05
  1040   0.753798E-04   0.136808E-05   0.901465E-06   0.582651E-05
  1041   0.748398E-04   0.137126E-05   0.899772E-06   0.581249E-05
  1042   0.743101E-04   0.137443E-05   0.898057E-06   0.580022E-05
  1043   0.737915E-04   0.137758E-05   0.896321E-06   0.578973E-05
  1044   0.732845E-04   0.138071E-05   0.894561E-06   0.578103E-05
  1045   0.727898E-04   0.138380E-05   0.892776E-06   0.577414E-05
  1046   0.723081E-04   0.138683E-05   0.890965E-06   0.576907E-05
  1047   0.718399E-04   0.138980E-05   0.889128E-06   0.576585E-05
  1048   0.713859E-04   0.139269E-05   0.887263E-06   0.576450E-05
  1049   0.709467E-04   0.139550E-05   0.885368E-06   0.576502E-05
  1050   0.705230E-04   0.139820E-05   0.883444E-06   0.576743E-05
  1051   0.701152E-04   0.140078E-05   0.881489E-06   0.577174E-05
  1052   0.697233E-04   0.140325E-05   0.879504E-06   0.577790E-05
  1053   0.693468E-04   0.140561E-05   0.877489E-06   0.578581E-05
  1054   0.689855E-04   0.140784E-05   0.875447E-06   0.579542E-05
  1055   0.686390E-04   0.140995E-05   0.873377E-06   0.580664E-05
  1056   0.683072E-04   0.141193E-05   0.871281E-06   0.581940E-05
  1057   0.679895E-04   0.141378E-05   0.869160E-06   0.583362E-05
  1058   0.676858E-04   0.141551E-05   0.867014E-06   0.584924E-05
  1059   0.673957E-04   0.141711E-05   0.864846E-06   0.586617E-05
  1060   0.671189E-04   0.141857E-05   0.862655E-06   0.588435E-05
  1061   0.668551E-04   0.141989E-05   0.860443E-06   0.590370E-05
  1062   0.666041E-04   0.142108E-05   0.858211E-06   0.592413E-05
  1063   0.663654E-04   0.142213E-05   0.855960E-06   0.594559E-05
  1064   0.661388E-04   0.142304E-05   0.853691E-06   0.596799E-05
  1065   0.659239E-04   0.142380E-05   0.851404E-06   0.599127E-05
  1066   0.657205E-04   0.142442E-05   0.849101E-06   0.601533E-05
  1067   0.655283E-04   0.142489E-05   0.846783E-06   0.604012E-05
  1068   0.653469E-04   0.142520E-05   0.844451E-06   0.606556E-05
  1069   0.651760E-04   0.142537E-05   0.842105E-06   0.609156E-05
  1070   0.650154E-04   0.142538E-05   0.839747E-06   0.611807E-05
  1071   0.648646E-04   0.142524E-05   0.837379E-06   0.614500E-05
  1072   0.647235E-04   0.142493E-05   0.834999E-06   0.617227E-05
  1073   0.645916E-04   0.142447E-05   0.832611E-06   0.619982E-05
  1074   0.644688E-04   0.142384E-05   0.830214E-06   0.622757E-05
  1075   0.643545E-04   0.142305E-05   0.827811E-06   0.625545E-05
  1076   0.642487E-04   0.142209E-05   0.825401E-06   0.628338E-05
  1077   0.641509E-04   0.142096E-05   0.822985E-06   0.631128E-05
  1078   0.640609E-04   0.141966E-05   0.820566E-06   0.633908E-05
  1079   0.639783E-04   0.141819E-05   0.818143E-06   0.636671E-05
  1080   0.639028E-04   0.141654E-05   0.815718E-06   0.639410E-05
  1081   0.638341E-04   0.141472E-05   0.813292E-06   0.642116E-05
  1082   0.637719E-04   0.141271E-05   0.810865E-06   0.644782E-05
  1083   0.637159E-04   0.141052E-05   0.808439E-06   0.647402E-05
  1084   0.636658E-04   0.140815E-05   0.806015E-06   0.649967E-05
  1085   0.636213E-04   0.140560E-05   0.803594E-06   0.652470E-05
  1086   0.635821E-04   0.140285E-05   0.801176E-06   0.654904E-05
  1087   0.635478E-04   0.139992E-05   0.798764E-06   0.657260E-05
  1088   0.635181E-04   0.139679E-05   0.796356E-06   0.659533E-05
  1089   0.634928E-04   0.139347E-05   0.793956E-06   0.661713E-05
  1090   0.634715E-04   0.138995E-05   0.791563E-06   0.663795E-05
  1091   0.634539E-04   0.138624E-05   0.789180E-06   0.665770E-05
  1092   0.634398E-04   0.138232E-05   0.786805E-06   0.667630E-05
  1093   0.634287E-04   0.137820E-05   0.784442E-06   0.669369E-05
  1094   0.634204E-04   0.137388E-05   0.782090E-06   0.670979E-05
  1095   0.634146E-04   0.136935E-05   0.779751E-06   0.672453E-05
  1096   0.634110E-04   0.136461E-05   0.777426E-06   0.673783E-05
  1097   0.634092E-04   0.135966E-05   0.775115E-06   0.674961E-05
  1098   0.634090E-04   0.135449E-05   0.772820E-06   0.675981E-05
  1099   0.634100E-04   0.134912E-05   0.770542E-06   0.676834E-05
  1100   0.634120E-04   0.134352E-05   0.768282E-06   0.677514E-05
  1101   0.634146E-04   0.133771E-05   0.766040E-06   0.678014E-05
  1102   0.634176E-04   0.133168E-05   0.763816E-06   0.678337E-05
  1103   0.634209E-04   0.132546E-05   0.761612E-06   0.678486E-05
  1104   0.634243E-04   0.131904E-05   0.759426E-06   0.678466E-05
  1105   0.634276E-04   0.131244E-05   0.757258E-06   0.678280E-05
  1106   0.634306E-04   0.130567E-05   0.755109E-06   0.677931E-05
  1107   0.634331E-04   0.129873E-05   0.752979E-06   0.677424E-05
  1108   0.634349E-04   0.129163E-05   0.750867E-06   0.676763E-05
  1109   0.634360E-04   0.128439E-05   0.748774E-06   0.675951E-05
  1110   0.634360E-04   0.127702E-05   0.746699E-06   0.674992E-05
  1111   0.634348E-04   0.126951E-05   0.744643E-06   0.673889E-05
  1112   0.634323E-04   0.126188E-05   0.742605E-06   0.672648E-05
  1113   0.634281E-04   0.125415E-05   0.740585E-06   0.671271E-05
  1114   0.634223E-04   0.124631E-05   0.738584E-06   0.669762E-05
  1115   0.634145E-04   0.123839E-05   0.736601E-06   0.668125E-05
  1116   0.634046E-04   0.123038E-05   0.734637E-06   0.666363E-05
  1117   0.633925E-04   0.122229E-05   0.732691E-06   0.664482E-05
  1118   0.633778E-04   0.121415E-05   0.730763E-06   0.662484E-05
  1119   0.633606E-04   0.120594E-05   0.728853E-06   0.660373E-05
  1120   0.633405E-04   0.119770E-05   0.726962E-06   0.658153E-05
  1121   0.633173E-04   0.118941E-05   0.725089E-06   0.655828E-05
  1122   0.632910E-04   0.118110E-05   0.723234E-06   0.653401E-05
  1123   0.632613E-04   0.117277E-05   0.721397E-06   0.650877E-05
  1124   0.632281E-04   0.116442E-05   0.719578E-06   0.648260E-05
  1125   0.631911E-04   0.115608E-05   0.717778E-06   0.645552E-05
  1126   0.631502E-04   0.114775E-05   0.715995E-06   0.642758E-05
  1127   0.631052E-04   0.113944E-05   0.714231E-06   0.639881E-05
  1128   0.630559E-04   0.113115E-05   0.712485E-06   0.636926E-05
  1129   0.630022E-04   0.112290E-05   0.710756E-06   0.633897E-05
  1130   0.629438E-04   0.111469E-05   0.709046E-06   0.630796E-05
  1131   0.628805E-04   0.110654E-05   0.707354E-06   0.627628E-05
  1132   0.628123E-04   0.109845E-05   0.705679E-06   0.624396E-05
  1133   0.627389E-04   0.109043E-05   0.704023E-06   0.621105E-05
  1134   0.626601E-04   0.108250E-05   0.702384E-06   0.617759E-05
  1135   0.625757E-04   0.107465E-05   0.700764E-06   0.614360E-05
  1136   0.624856E-04   0.106691E-05   0.699161E-06   0.610913E-05
  1137   0.623896E-04   0.105927E-05   0.697576E-06   0.607421E-05
  1138   0.622875E-04   0.105176E-05   0.696009E-06   0.603889E-05
  1139   0.621791E-04   0.104437E-05   0.694459E-06   0.600320E-05
  1140   0.620642E-04   0.103712E-05   0.692928E-06   0.596718E-05
  1141   0.619427E-04   0.103001E-05   0.691414E-06   0.593087E-05
  1142   0.618144E-04   0.102306E-05   0.689917E-06   0.589431E-05
  1143   0.616791E-04   0.101627E-05   0.688439E-06   0.585752E-05
  1144   0.615365E-04   0.100965E-05   0.686978E-06   0.582056E-05
  1145   0.613866E-04   0.100322E-05   0.685535E-06   0.578346E-05
  1146   0.612292E-04   0.996980E-06   0.684109E-06   0.574626E-05
  1147   0.610640E-04   0.990938E-06   0.682701E-06   0.570900E-05
  1148   0.608909E-04   0.985106E-06   0.681310E-06   0.567170E-05
  1149   0.607097E-04   0.979493E-06   0.679937E-06   0.563442E-05
  1150   0.605202E-04   0.974108E-06   0.678582E-06   0.559719E-05
  1151   0.603223E-04   0.968957E-06   0.677244E-06   0.556004E-05
  1152   0.601163E-04   0.964038E-06   0.675923E-06   0.552300E-05
  1153   0.599024E-04   0.959347E-06   0.674618E-06   0.548609E-05
  1154   0.596810E-04   0.954879E-06   0.673329E-06   0.544933E-05
  1155   0.594523E-04   0.950629E-06   0.672055E-06   0.541274E-05
  1156   0.592166E-04   0.946593E-06   0.670795E-06   0.537635E-05
  1157   0.589743E-04   0.942766E-06   0.669549E-06   0.534016E-05
  1158   0.587256E-04   0.939143E-06   0.668317E-06   0.530421E-05
  1159   0.584709E-04   0.935721E-06   0.667097E-06   0.526851E-05
  1160   0.582104E-04   0.932493E-06   0.665889E-06   0.523308E-05
  1161   0.579445E-04   0.929456E-06   0.664693E-06   0.519795E-05
  1162   0.576734E-04   0.926605E-06   0.663507E-06   0.516313E-05
