#    L    TT             EE             BB             TE          
  1033   0.103981E+04   0.353687E+02   0.912809E-06  -0.747640E+02
  1034   0.104261E+04   0.350912E+02   0.911235E-06  -0.754581E+02
  1035   0.104540E+04   0.348095E+02   0.909647E-06  -0.761283E+02
  1036   0.104823E+04   0.345246E+02   0.908045E-06  -0.767739E+02
  1037   0.105111E+04   0.342377E+02   0.906426E-06  -0.773943E+02
  1038   0.105412E+04   0.339491E+02   0.904791E-06  -0.779897E+02
  1039   0.105718E+04   0.336572E+02   0.903137E-06  -0.785564E+02
  1040   0.106013E+04   0.333628E+02   0.901465E-06  -0.790997E+02
  1041   0.106328E+04   0.330673E+02   0.899772E-06  -0.796145E+02
  1042   0.106641E+04   0.327687E+02   0.898057E-06  -0.801054E+02
  1043   0.106959E+04   0.324684E+02   0.896321E-06  -0.805681E+02
  1044   0.107288E+04   0.321656E+02   0.894561E-06  -0.810062E+02
  1045   0.107608E+04   0.318634E+02   0.892776E-06  -0.814201E+02
  1046   0.107939E+04   0.315581E+02   0.890965E-06  -0.818022E+02
  1047   0.108275E+04   0.312512E+02   0.889128E-06  -0.821676E+02
  1048   0.108601E+04   0.309434E+02   0.887263E-06  -0.825015E+02
  1049   0.108939E+04   0.306348E+02   0.885368E-06  -0.828041E+02
  1050   0.109274E+04   0.303247E+02   0.883444E-06  -0.830828E+02
  1051   0.109613E+04   0.300138E+02   0.881489E-06  -0.833378E+02
  1052   0.109957E+04   0.297021E+02   0.879504E-06  -0.835617E+02
  1053   0.110290E+04   0.293896E+02   0.877489E-06  -0.837622E+02
  1054   0.110628E+04   0.290770E+02   0.875447E-06  -0.839393E+02
  1055   0.110963E+04   0.287644E+02   0.873377E-06  -0.840856E+02
  1056   0.111303E+04   0.284510E+02   0.871281E-06  -0.842089E+02
  1057   0.111647E+04   0.281376E+02   0.869160E-06  -0.843018E+02
  1058   0.112003E+04   0.278247E+02   0.867014E-06  -0.843717E+02
  1059   0.112349E+04   0.275111E+02   0.864846E-06  -0.844115E+02
  1060   0.112692E+04   0.271974E+02   0.862655E-06  -0.844287E+02
  1061   0.113033E+04   0.268851E+02   0.860443E-06  -0.844159E+02
  1062   0.113378E+04   0.265726E+02   0.858211E-06  -0.843807E+02
  1063   0.113706E+04   0.262609E+02   0.855960E-06  -0.843158E+02
  1064   0.114046E+04   0.259497E+02   0.853691E-06  -0.842362E+02
  1065   0.114383E+04   0.256385E+02   0.851404E-06  -0.841272E+02
  1066   0.114710E+04   0.253286E+02   0.849101E-06  -0.839889E+02
  1067   0.115049E+04   0.250200E+02   0.846783E-06  -0.838213E+02
  1068   0.115378E+04   0.247121E+02   0.844451E-06  -0.836321E+02
  1069   0.115705E+04   0.244063E+02   0.842105E-06  -0.834288E+02
  1070   0.116037E+04   0.241003E+02   0.839747E-06  -0.831967E+02
  1071   0.116351E+04   0.237972E+02   0.837379E-06  -0.829358E+02
  1072   0.116670E+04   0.234946E+02   0.834999E-06  -0.826464E+02
  1073   0.116994E+04   0.231942E+02   0.832611E-06  -0.823360E+02
  1074   0.117301E+04   0.228958E+02   0.830214E-06  -0.820046E+02
  1075   0.117613E+04   0.225979E+02   0.827811E-06  -0.816524E+02
  1076   0.117914E+04   0.223029E+02   0.825401E-06  -0.812722E+02
  1077   0.118221E+04   0.220099E+02   0.822985E-06  -0.808788E+02
  1078   0.118511E+04   0.217197E+02   0.820566E-06  -0.804427E+02
  1079   0.118798E+04   0.214308E+02   0.818143E-06  -0.800012E+02
  1080   0.119091E+04   0.211439E+02   0.815718E-06  -0.795396E+02
  1081   0.119366E+04   0.208613E+02   0.813292E-06  -0.790504E+02
  1082   0.119639E+04   0.205807E+02   0.810865E-06  -0.785413E+02
  1083   0.119909E+04   0.203021E+02   0.808439E-06  -0.780124E+02
  1084   0.120178E+04   0.200271E+02   0.806015E-06  -0.774639E+02
  1085   0.120437E+04   0.197547E+02   0.803594E-06  -0.768883E+02
  1086   0.120693E+04   0.194859E+02   0.801176E-06  -0.763082E+02
  1087   0.120940E+04   0.192205E+02   0.798764E-06  -0.756864E+02
  1088   0.121178E+04   0.189564E+02   0.796356E-06  -0.750604E+02
  1089   0.121413E+04   0.186972E+02   0.793956E-06  -0.744078E+02
  1090   0.121639E+04   0.184415E+02   0.791563E-06  -0.737512E+02
  1091   0.121862E+04   0.181885E+02   0.789180E-06  -0.730608E+02
  1092   0.122084E+04   0.179390E+02   0.786805E-06  -0.723593E+02
  1093   0.122288E+04   0.176944E+02   0.784442E-06  -0.716391E+02
  1094   0.122476E+04   0.174525E+02   0.782090E-06  -0.709079E+02
  1095   0.122677E+04   0.172163E+02   0.779751E-06  -0.701658E+02
  1096   0.122860E+04   0.169820E+02   0.777426E-06  -0.693981E+02
  1097   0.123035E+04   0.167526E+02   0.775115E-06  -0.686123E+02
  1098   0.123207E+04   0.165281E+02   0.772820E-06  -0.678159E+02
  1099   0.123370E+04   0.163078E+02   0.770542E-06  -0.670092E+02
  1100   0.123524E+04   0.160924E+02   0.768282E-06  -0.661847E+02
  1101   0.123668E+04   0.158804E+02   0.766040E-06  -0.653479E+02
  1102   0.123819E+04   0.156732E+02   0.763816E-06  -0.644964E+02
  1103   0.123945E+04   0.154709E+02   0.761612E-06  -0.636334E+02
  1104   0.124069E+04   0.152741E+02   0.759426E-06  -0.627573E+02
  1105   0.124177E+04   0.150814E+02   0.757258E-06  -0.618703E+02
  1106   0.124283E+04   0.148926E+02   0.755109E-06  -0.609711E+02
  1107   0.124380E+04   0.147093E+02   0.752979E-06  -0.600612E+02
  1108   0.124468E+04   0.145300E+02   0.750867E-06  -0.591413E+02
  1109   0.124540E+04   0.143539E+02   0.748774E-06  -0.582106E+02
  1110   0.124611E+04   0.141854E+02   0.746699E-06  -0.572708E+02
  1111   0.124666E+04   0.140214E+02   0.744643E-06  -0.563210E+02
  1112   0.124726E+04   0.138621E+02   0.742605E-06  -0.553636E+02
  1113   0.124763E+04   0.137088E+02   0.740585E-06  -0.543963E+02
  1114   0.124792E+04   0.135593E+02   0.738584E-06  -0.534221E+02
  1115   0.124819E+04   0.134158E+02   0.736601E-06  -0.524411E+02
  1116   0.124838E+04   0.132774E+02   0.734637E-06  -0.514525E+02
  1117   0.124841E+04   0.131443E+02   0.732691E-06  -0.504579E+02
  1118   0.124836E+04   0.130171E+02   0.730763E-06  -0.494558E+02
  1119   0.124829E+04   0.128942E+02   0.728853E-06  -0.484491E+02
  1120   0.124807E+04   0.127773E+02   0.726962E-06  -0.474372E+02
  1121   0.124777E+04   0.126653E+02   0.725089E-06  -0.464193E+02
  1122   0.124739E+04   0.125585E+02   0.723234E-06  -0.453985E+02
  1123   0.124685E+04   0.124581E+02   0.721397E-06  -0.443740E+02
  1124   0.124631E+04   0.123620E+02   0.719578E-06  -0.433459E+02
  1125   0.124561E+04   0.122716E+02   0.717778E-06  -0.423141E+02
  1126   0.124483E+04   0.121868E+02   0.715995E-06  -0.412809E+02
  1127   0.124397E+04   0.121070E+02   0.714231E-06  -0.402457E+02
  1128   0.124304E+04   0.120335E+02   0.712485E-06  -0.392098E+02
  1129   0.124202E+04   0.119657E+02   0.710756E-06  -0.381720E+02
  1130   0.124078E+04   0.119026E+02   0.709046E-06  -0.371343E+02
  1131   0.123961E+04   0.118451E+02   0.707354E-06  -0.360976E+02
  1132   0.123830E+04   0.117931E+02   0.705679E-06  -0.350604E+02
  1133   0.123683E+04   0.117474E+02   0.704023E-06  -0.340250E+02
  1134   0.123536E+04   0.117063E+02   0.702384E-06  -0.329906E+02
  1135   0.123374E+04   0.116707E+02   0.700764E-06  -0.319580E+02
  1136   0.123205E+04   0.116412E+02   0.699161E-06  -0.309296E+02
  1137   0.123028E+04   0.116163E+02   0.697576E-06  -0.299022E+02
  1138   0.122845E+04   0.115983E+02   0.696009E-06  -0.288797E+02
  1139   0.122654E+04   0.115841E+02   0.694459E-06  -0.278598E+02
  1140   0.122448E+04   0.115767E+02   0.692928E-06  -0.268457E+02
  1141   0.122235E+04   0.115730E+02   0.691414E-06  -0.258357E+02
  1142   0.122015E+04   0.115761E+02   0.689917E-06  -0.248314E+02
  1143   0.121788E+04   0.115836E+02   0.688439E-06  -0.238335E+02
  1144   0.121540E+04   0.115963E+02   0.686978E-06  -0.228422E+02
  1145   0.121299E+04   0.116157E+02   0.685535E-06  -0.218574E+02
  1146   0.121044E+04   0.116394E+02   0.684109E-06  -0.208798E+02
  1147   0.120782E+04   0.116690E+02   0.682701E-06  -0.199104E+02
  1148   0.120506E+04   0.117028E+02   0.681310E-06  -0.189490E+02
  1149   0.120230E+04   0.117425E+02   0.679937E-06  -0.179971E+02
  1150   0.119941E+04   0.117872E+02   0.678582E-06  -0.170542E+02
  1151   0.119652E+04   0.118368E+02   0.677244E-06  -0.161209E+02
  1152   0.119342E+04   0.118914E+02   0.675923E-06  -0.151979E+02
  1153   0.119041E+04   0.119517E+02   0.674618E-06  -0.142858E+02
  1154   0.118725E+04   0.120169E+02   0.673329E-06  -0.133830E+02
  1155   0.118403E+04   0.120870E+02   0.672055E-06  -0.124918E+02
  1156   0.118067E+04   0.121612E+02   0.670795E-06  -0.116128E+02
  1157   0.117725E+04   0.122403E+02   0.669549E-06  -0.107443E+02
  1158   0.117384E+04   0.123249E+02   0.668317E-06  -0.988855E+01
  1159   0.117036E+04   0.124136E+02   0.667097E-06  -0.904469E+01
  1160   0.116667E+04   0.125078E+02   0.665889E-06  -0.821486E+01
  1161   0.116307E+04   0.126060E+02   0.664693E-06  -0.739674E+01
  1162   0.115933E+04   0.127090E+02   0.663507E-06  -0.659247E+01
  1163   0.115553E+04   0.128166E+02   0.662332E-06  -0.580195E+01
  1164   0.115174E+04   0.129290E+02   0.661167E-06  -0.502511E+01
  1165   0.114782E+04   0.130452E+02   0.660010E-06  -0.426185E+01
  1166   0.114376E+04   0.131661E+02   0.658862E-06  -0.351356E+01
  1167   0.113979E+04   0.132909E+02   0.657722E-06  -0.278015E+01
  1168   0.113568E+04   0.134203E+02   0.656589E-06  -0.206080E+01
  1169   0.113159E+04   0.135535E+02   0.655463E-06  -0.135838E+01
  1170   0.112743E+04   0.136905E+02   0.654343E-06  -0.669835E+00
  1171   0.112315E+04   0.138320E+02   0.653228E-06   0.195642E-02
  1172   0.111888E+04   0.139773E+02   0.652119E-06   0.657826E+00
  1173   0.111455E+04   0.141263E+02   0.651013E-06   0.129786E+01
  1174   0.111016E+04   0.142783E+02   0.649911E-06   0.192105E+01
  1175   0.110571E+04   0.144340E+02   0.648812E-06   0.252754E+01
  1176   0.110113E+04   0.145934E+02   0.647716E-06   0.311668E+01
  1177   0.109664E+04   0.147571E+02   0.646621E-06   0.368902E+01
  1178   0.109202E+04   0.149230E+02   0.645528E-06   0.424397E+01
  1179   0.108749E+04   0.150940E+02   0.644435E-06   0.478140E+01
  1180   0.108283E+04   0.152678E+02   0.643342E-06   0.530110E+01
  1181   0.107818E+04   0.154437E+02   0.642249E-06   0.580286E+01
  1182   0.107341E+04   0.156231E+02   0.641154E-06   0.628648E+01
  1183   0.106865E+04   0.158052E+02   0.640058E-06   0.675190E+01
  1184   0.106384E+04   0.159894E+02   0.638960E-06   0.719882E+01
  1185   0.105905E+04   0.161778E+02   0.637858E-06   0.762724E+01
  1186   0.105420E+04   0.163681E+02   0.636753E-06   0.803681E+01
  1187   0.104938E+04   0.165612E+02   0.635643E-06   0.842750E+01
  1188   0.104450E+04   0.167561E+02   0.634529E-06   0.879903E+01
  1189   0.103956E+04   0.169536E+02   0.633410E-06   0.915155E+01
  1190   0.103465E+04   0.171531E+02   0.632284E-06   0.948473E+01
  1191   0.102968E+04   0.173551E+02   0.631152E-06   0.979871E+01
  1192   0.102473E+04   0.175589E+02   0.630013E-06   0.100931E+02
  1193   0.101973E+04   0.177645E+02   0.628866E-06   0.103681E+02
  1194   0.101475E+04   0.179719E+02   0.627710E-06   0.106237E+02
  1195   0.100980E+04   0.181811E+02   0.626546E-06   0.108595E+02
  1196   0.100471E+04   0.183927E+02   0.625372E-06   0.110754E+02
  1197   0.999728E+03   0.186045E+02   0.624188E-06   0.112717E+02
  1198   0.994691E+03   0.188180E+02   0.622993E-06   0.114470E+02
  1199   0.989678E+03   0.190324E+02   0.621786E-06   0.116037E+02
  1200   0.984615E+03   0.192485E+02   0.620568E-06   0.117403E+02
  1201   0.979649E+03   0.194647E+02   0.619337E-06   0.118562E+02
  1202   0.974559E+03   0.196833E+02   0.618094E-06   0.119529E+02
  1203   0.969567E+03   0.199020E+02   0.616839E-06   0.120292E+02
  1204   0.964524E+03   0.201216E+02   0.615572E-06   0.120857E+02
  1205   0.959504E+03   0.203405E+02   0.614294E-06   0.121219E+02
  1206   0.954508E+03   0.205612E+02   0.613006E-06   0.121387E+02
  1207   0.949608E+03   0.207819E+02   0.611706E-06   0.121347E+02
  1208   0.944657E+03   0.210036E+02   0.610397E-06   0.121122E+02
  1209   0.939655E+03   0.212247E+02   0.609078E-06   0.120698E+02
  1210   0.934749E+03   0.214459E+02   0.607750E-06   0.120069E+02
  1211   0.929791E+03   0.216681E+02   0.606413E-06   0.119244E+02
  1212   0.924930E+03   0.218897E+02   0.605067E-06   0.118232E+02
  1213   0.920016E+03   0.221107E+02   0.603712E-06   0.117032E+02
  1214   0.915198E+03   0.223326E+02   0.602350E-06   0.115632E+02
  1215   0.910401E+03   0.225532E+02   0.600980E-06   0.114040E+02
  1216   0.905626E+03   0.227741E+02   0.599603E-06   0.112257E+02
  1217   0.900724E+03   0.229943E+02   0.598219E-06   0.110292E+02
  1218   0.895991E+03   0.232148E+02   0.596829E-06   0.108131E+02
  1219   0.891205E+03   0.234332E+02   0.595432E-06   0.105798E+02
  1220   0.886514E+03   0.236511E+02   0.594029E-06   0.103270E+02
  1221   0.881843E+03   0.238677E+02   0.592621E-06   0.100565E+02
  1222   0.877193E+03   0.240845E+02   0.591208E-06   0.976677E+01
  1223   0.872563E+03   0.243001E+02   0.589790E-06   0.946099E+01
  1224   0.867952E+03   0.245129E+02   0.588368E-06   0.913553E+01
  1225   0.863436E+03   0.247259E+02   0.586942E-06   0.879273E+01
  1226   0.858940E+03   0.249369E+02   0.585512E-06   0.843344E+01
  1227   0.854537E+03   0.251467E+02   0.584079E-06   0.805628E+01
  1228   0.850079E+03   0.253552E+02   0.582642E-06   0.766286E+01
  1229   0.845714E+03   0.255617E+02   0.581204E-06   0.725180E+01
  1230   0.841220E+03   0.257662E+02   0.579763E-06   0.682543E+01
  1231   0.836893E+03   0.259695E+02   0.578320E-06   0.638238E+01
  1232   0.832585E+03   0.261701E+02   0.576875E-06   0.592426E+01
  1233   0.828444E+03   0.263701E+02   0.575430E-06   0.544893E+01
  1234   0.824247E+03   0.265667E+02   0.573983E-06   0.495949E+01
  1235   0.820365E+03   0.267621E+02   0.572536E-06   0.445455E+01
  1236   0.816352E+03   0.269541E+02   0.571089E-06   0.393498E+01
  1237   0.812357E+03   0.271441E+02   0.569643E-06   0.340013E+01
  1238   0.808453E+03   0.273321E+02   0.568196E-06   0.285087E+01
  1239   0.804567E+03   0.275167E+02   0.566751E-06   0.228730E+01
  1240   0.800699E+03   0.276993E+02   0.565308E-06   0.171103E+01
  1241   0.796995E+03   0.278785E+02   0.563865E-06   0.112066E+01
  1242   0.793235E+03   0.280565E+02   0.562425E-06   0.518557E+00
  1243   0.789565E+03   0.282296E+02   0.560988E-06  -0.983791E-01
  1244   0.785986E+03   0.284015E+02   0.559553E-06  -0.726245E+00
  1245   0.782498E+03   0.285700E+02   0.558121E-06  -0.136656E+01
  1246   0.779025E+03   0.287343E+02   0.556693E-06  -0.201752E+01
  1247   0.775569E+03   0.288960E+02   0.555268E-06  -0.268055E+01
  1248   0.772203E+03   0.290543E+02   0.553848E-06  -0.335489E+01
  1249   0.768926E+03   0.292106E+02   0.552433E-06  -0.403953E+01
  1250   0.765740E+03   0.293621E+02   0.551022E-06  -0.473451E+01
  1251   0.762568E+03   0.295095E+02   0.549616E-06  -0.543959E+01
  1252   0.759560E+03   0.296549E+02   0.548216E-06  -0.615449E+01
  1253   0.756492E+03   0.297956E+02   0.546821E-06  -0.687853E+01
  1254   0.753512E+03   0.299322E+02   0.545432E-06  -0.761161E+01
  1255   0.750620E+03   0.300662E+02   0.544049E-06  -0.835355E+01
  1256   0.747890E+03   0.301955E+02   0.542671E-06  -0.910371E+01
  1257   0.745172E+03   0.303215E+02   0.541300E-06  -0.986201E+01
  1258   0.742466E+03   0.304429E+02   0.539934E-06  -0.106280E+02
  1259   0.739846E+03   0.305610E+02   0.538575E-06  -0.114014E+02
  1260   0.737312E+03   0.306745E+02   0.537222E-06  -0.121819E+02
  1261   0.734862E+03   0.307849E+02   0.535875E-06  -0.129691E+02
  1262   0.732497E+03   0.308914E+02   0.534535E-06  -0.137625E+02
  1263   0.730217E+03   0.309933E+02   0.533201E-06  -0.145621E+02
  1264   0.727946E+03   0.310915E+02   0.531874E-06  -0.153676E+02
  1265   0.725832E+03   0.311851E+02   0.530554E-06  -0.161785E+02
  1266   0.723727E+03   0.312750E+02   0.529241E-06  -0.169942E+02
  1267   0.721704E+03   0.313596E+02   0.527935E-06  -0.178147E+02
  1268   0.719771E+03   0.314420E+02   0.526636E-06  -0.186397E+02
  1269   0.717926E+03   0.315178E+02   0.525344E-06  -0.194682E+02
  1270   0.716133E+03   0.315899E+02   0.524060E-06  -0.203013E+02
  1271   0.714428E+03   0.316584E+02   0.522783E-06  -0.211371E+02
  1272   0.712781E+03   0.317226E+02   0.521514E-06  -0.219757E+02
  1273   0.711191E+03   0.317817E+02   0.520252E-06  -0.228170E+02
  1274   0.709688E+03   0.318357E+02   0.518999E-06  -0.236603E+02
  1275   0.708256E+03   0.318863E+02   0.517753E-06  -0.245048E+02
  1276   0.706887E+03   0.319326E+02   0.516515E-06  -0.253512E+02
  1277   0.705597E+03   0.319746E+02   0.515286E-06  -0.261981E+02
  1278   0.704376E+03   0.320118E+02   0.514065E-06  -0.270461E+02
  1279   0.703233E+03   0.320440E+02   0.512852E-06  -0.278937E+02
  1280   0.702166E+03   0.320728E+02   0.511648E-06  -0.287423E+02
  1281   0.701167E+03   0.320968E+02   0.510452E-06  -0.295891E+02
  1282   0.700245E+03   0.321159E+02   0.509265E-06  -0.304354E+02
  1283   0.699390E+03   0.321310E+02   0.508087E-06  -0.312804E+02
  1284   0.698609E+03   0.321413E+02   0.506918E-06  -0.321242E+02
  1285   0.697889E+03   0.321476E+02   0.505758E-06  -0.329653E+02
  1286   0.697242E+03   0.321483E+02   0.504607E-06  -0.338043E+02
  1287   0.696668E+03   0.321452E+02   0.503466E-06  -0.346397E+02
  1288   0.696168E+03   0.321373E+02   0.502333E-06  -0.354730E+02
  1289   0.695732E+03   0.321256E+02   0.501211E-06  -0.363012E+02
  1290   0.695362E+03   0.321084E+02   0.500098E-06  -0.371265E+02
  1291   0.695062E+03   0.320874E+02   0.498994E-06  -0.379474E+02
  1292   0.694827E+03   0.320604E+02   0.497901E-06  -0.387639E+02
  1293   0.694655E+03   0.320310E+02   0.496817E-06  -0.395759E+02
  1294   0.694560E+03   0.319963E+02   0.495744E-06  -0.403797E+02
  1295   0.694521E+03   0.319572E+02   0.494680E-06  -0.411797E+02
  1296   0.694543E+03   0.319143E+02   0.493627E-06  -0.419715E+02
  1297   0.694635E+03   0.318669E+02   0.492585E-06  -0.427579E+02
  1298   0.694787E+03   0.318151E+02   0.491553E-06  -0.435368E+02
  1299   0.694993E+03   0.317590E+02   0.490531E-06  -0.443089E+02
  1300   0.695273E+03   0.316976E+02   0.489521E-06  -0.450726E+02
  1301   0.695614E+03   0.316335E+02   0.488521E-06  -0.458279E+02
  1302   0.696006E+03   0.315642E+02   0.487531E-06  -0.465741E+02
  1303   0.696458E+03   0.314907E+02   0.486552E-06  -0.473129E+02
  1304   0.696968E+03   0.314136E+02   0.485583E-06  -0.480420E+02
  1305   0.697537E+03   0.313315E+02   0.484623E-06  -0.487631E+02
  1306   0.698149E+03   0.312466E+02   0.483673E-06  -0.494731E+02
  1307   0.698835E+03   0.311568E+02   0.482732E-06  -0.501730E+02
  1308   0.699571E+03   0.310628E+02   0.481799E-06  -0.508650E+02
  1309   0.700349E+03   0.309639E+02   0.480875E-06  -0.515448E+02
  1310   0.701192E+03   0.308623E+02   0.479959E-06  -0.522154E+02
  1311   0.702078E+03   0.307565E+02   0.479051E-06  -0.528747E+02
  1312   0.703042E+03   0.306474E+02   0.478150E-06  -0.535227E+02
  1313   0.704033E+03   0.305335E+02   0.477256E-06  -0.541602E+02
  1314   0.705080E+03   0.304162E+02   0.476370E-06  -0.547851E+02
  1315   0.706168E+03   0.302957E+02   0.475490E-06  -0.553990E+02
  1316   0.707312E+03   0.301703E+02   0.474616E-06  -0.560004E+02
  1317   0.708504E+03   0.300432E+02   0.473748E-06  -0.565902E+02
  1318   0.709729E+03   0.299107E+02   0.472886E-06  -0.571670E+02
  1319   0.711000E+03   0.297749E+02   0.472029E-06  -0.577322E+02
  1320   0.712312E+03   0.296359E+02   0.471177E-06  -0.582838E+02
  1321   0.713663E+03   0.294945E+02   0.470330E-06  -0.588234E+02
  1322   0.715061E+03   0.293477E+02   0.469487E-06  -0.593487E+02
  1323   0.716497E+03   0.291986E+02   0.468649E-06  -0.598606E+02
  1324   0.717972E+03   0.290463E+02   0.467814E-06  -0.603599E+02
  1325   0.719478E+03   0.288909E+02   0.466983E-06  -0.608444E+02
  1326   0.721029E+03   0.287325E+02   0.466155E-06  -0.613158E+02
  1327   0.722596E+03   0.285718E+02   0.465330E-06  -0.617733E+02
  1328   0.724215E+03   0.284081E+02   0.464508E-06  -0.622148E+02
  1329   0.725857E+03   0.282406E+02   0.463688E-06  -0.626433E+02
  1330   0.727528E+03   0.280702E+02   0.462870E-06  -0.630568E+02
  1331   0.729236E+03   0.278975E+02   0.462053E-06  -0.634552E+02
  1332   0.730957E+03   0.277219E+02   0.461238E-06  -0.638393E+02
  1333   0.732715E+03   0.275434E+02   0.460424E-06  -0.642071E+02
  1334   0.734494E+03   0.273635E+02   0.459611E-06  -0.645609E+02
  1335   0.736294E+03   0.271800E+02   0.458798E-06  -0.648991E+02
  1336   0.738122E+03   0.269952E+02   0.457986E-06  -0.652205E+02
  1337   0.739970E+03   0.268068E+02   0.457173E-06  -0.655273E+02
  1338   0.741830E+03   0.266170E+02   0.456360E-06  -0.658181E+02
  1339   0.743717E+03   0.264245E+02   0.455546E-06  -0.660937E+02
  1340   0.745617E+03   0.262307E+02   0.454731E-06  -0.663542E+02
  1341   0.747528E+03   0.260357E+02   0.453915E-06  -0.665974E+02
  1342   0.749450E+03   0.258380E+02   0.453097E-06  -0.668250E+02
  1343   0.751391E+03   0.256383E+02   0.452277E-06  -0.670362E+02
  1344   0.753343E+03   0.254367E+02   0.451455E-06  -0.672311E+02
  1345   0.755290E+03   0.252347E+02   0.450630E-06  -0.674090E+02
  1346   0.757255E+03   0.250300E+02   0.449803E-06  -0.675723E+02
  1347   0.759231E+03   0.248242E+02   0.448972E-06  -0.677181E+02
  1348   0.761201E+03   0.246174E+02   0.448138E-06  -0.678471E+02
  1349   0.763188E+03   0.244080E+02   0.447299E-06  -0.679595E+02
  1350   0.765162E+03   0.241990E+02   0.446457E-06  -0.680553E+02
  1351   0.767145E+03   0.239882E+02   0.445611E-06  -0.681346E+02
  1352   0.769115E+03   0.237764E+02   0.444760E-06  -0.681968E+02
  1353   0.771094E+03   0.235651E+02   0.443905E-06  -0.682426E+02
  1354   0.773060E+03   0.233520E+02   0.443046E-06  -0.682723E+02
  1355   0.775035E+03   0.231378E+02   0.442183E-06  -0.682851E+02
  1356   0.777006E+03   0.229241E+02   0.441316E-06  -0.682826E+02
  1357   0.778963E+03   0.227086E+02   0.440445E-06  -0.682620E+02
  1358   0.780901E+03   0.224928E+02   0.439571E-06  -0.682234E+02
  1359   0.782834E+03   0.222768E+02   0.438693E-06  -0.681705E+02
  1360   0.784740E+03   0.220619E+02   0.437812E-06  -0.680998E+02
  1361   0.786656E+03   0.218444E+02   0.436928E-06  -0.680136E+02
  1362   0.788538E+03   0.216274E+02   0.436040E-06  -0.679097E+02
  1363   0.790415E+03   0.214101E+02   0.435150E-06  -0.677920E+02
  1364   0.792251E+03   0.211933E+02   0.434256E-06  -0.676561E+02
  1365   0.794157E+03   0.209761E+02   0.433360E-06  -0.675036E+02
  1366   0.795970E+03   0.207586E+02   0.432461E-06  -0.673369E+02
  1367   0.797764E+03   0.205408E+02   0.431560E-06  -0.671537E+02
  1368   0.799614E+03   0.203249E+02   0.430656E-06  -0.669542E+02
  1369   0.801371E+03   0.201079E+02   0.429750E-06  -0.667384E+02
  1370   0.803110E+03   0.198921E+02   0.428841E-06  -0.665081E+02
  1371   0.804831E+03   0.196767E+02   0.427931E-06  -0.662617E+02
  1372   0.806533E+03   0.194618E+02   0.427018E-06  -0.660002E+02
  1373   0.808217E+03   0.192480E+02   0.426104E-06  -0.657236E+02
  1374   0.809884E+03   0.190346E+02   0.425188E-06  -0.654312E+02
  1375   0.811533E+03   0.188217E+02   0.424270E-06  -0.651248E+02
  1376   0.813164E+03   0.186098E+02   0.423351E-06  -0.648028E+02
  1377   0.814778E+03   0.183999E+02   0.422430E-06  -0.644668E+02
  1378   0.816374E+03   0.181889E+02   0.421508E-06  -0.641163E+02
  1379   0.817879E+03   0.179813E+02   0.420585E-06  -0.637513E+02
  1380   0.819367E+03   0.177726E+02   0.419661E-06  -0.633727E+02
  1381   0.820838E+03   0.175666E+02   0.418736E-06  -0.629790E+02
  1382   0.822143E+03   0.173616E+02   0.417810E-06  -0.625711E+02
  1383   0.823580E+03   0.171579E+02   0.416883E-06  -0.621506E+02
  1384   0.824852E+03   0.169560E+02   0.415956E-06  -0.617162E+02
  1385   0.826108E+03   0.167552E+02   0.415028E-06  -0.612685E+02
  1386   0.827347E+03   0.165563E+02   0.414100E-06  -0.608079E+02
  1387   0.828496E+03   0.163593E+02   0.413172E-06  -0.603342E+02
  1388   0.829777E+03   0.161635E+02   0.412243E-06  -0.598485E+02
  1389   0.830894E+03   0.159695E+02   0.411315E-06  -0.593492E+02
  1390   0.831921E+03   0.157781E+02   0.410386E-06  -0.588396E+02
  1391   0.833006E+03   0.155886E+02   0.409458E-06  -0.583173E+02
  1392   0.834001E+03   0.154010E+02   0.408530E-06  -0.577834E+02
  1393   0.834981E+03   0.152159E+02   0.407603E-06  -0.572378E+02
  1394   0.835871E+03   0.150328E+02   0.406676E-06  -0.566822E+02
  1395   0.836746E+03   0.148515E+02   0.405750E-06  -0.561144E+02
  1396   0.837606E+03   0.146735E+02   0.404825E-06  -0.555375E+02
  1397   0.838377E+03   0.144974E+02   0.403900E-06  -0.549494E+02
  1398   0.839059E+03   0.143232E+02   0.402977E-06  -0.543509E+02
  1399   0.839725E+03   0.141530E+02   0.402055E-06  -0.537429E+02
  1400   0.840378E+03   0.139847E+02   0.401134E-06  -0.531254E+02
  1401   0.840941E+03   0.138183E+02   0.400214E-06  -0.524986E+02
  1402   0.841491E+03   0.136559E+02   0.399296E-06  -0.518632E+02
  1403   0.841953E+03   0.134960E+02   0.398379E-06  -0.512185E+02
  1404   0.842327E+03   0.133395E+02   0.397464E-06  -0.505652E+02
  1405   0.842762E+03   0.131846E+02   0.396551E-06  -0.499035E+02
  1406   0.843036E+03   0.130338E+02   0.395640E-06  -0.492349E+02
  1407   0.843223E+03   0.128854E+02   0.394730E-06  -0.485578E+02
  1408   0.843548E+03   0.127395E+02   0.393823E-06  -0.478730E+02
  1409   0.843638E+03   0.125975E+02   0.392917E-06  -0.471807E+02
  1410   0.843790E+03   0.124578E+02   0.392014E-06  -0.464822E+02
  1411   0.843858E+03   0.123213E+02   0.391113E-06  -0.457762E+02
